,value
total_return,-0.010692500400868
annual_return,-0.022696264478655803
annual_volatility,0.13038860328122343
sharpe,-0.17406632103961014
max_drawdown,-0.09385354250276656
win_rate,0.3305084745762712
avg_turnover,0.08333333333333333
benchmark_total_return,0.10808291693711936
benchmark_annual_return,0.24505407835000992
excess_annual_return,-0.2677503428286657
tracking_error,0.09886861838923827
information_ratio,-2.708142858581809
beta,0.6404834996494003
alpha,-0.16343170933747925
