,mean,std,icir,positive_rate,t_stat
momentum_60,0.05133830536336082,0.4397850462547524,1.853110603186796,0.2457627118644068,0.8813298882750681
reversal_20,-0.06945163118800586,0.39248789932987027,-2.809030463129845,0.3305084745762712,-1.7427779068892175
volatility_20,0.02381542077565748,0.39025929351958133,0.9687356348005455,0.4406779661016949,0.6010226959466947
liquidity_20,-0.04687559266276206,0.3662299526472233,-2.031857195425483,0.3644067796610169,-1.2670855806889236
