date,momentum_60,reversal_20,volatility_20,liquidity_20
2023-03-22,,-0.8333333333333335,0.3571428571428572,0.38095238095238104
2023-03-23,,0.3333333333333334,0.04761904761904763,-0.4047619047619048
2023-03-24,,0.523809523809524,-0.38095238095238104,-0.6904761904761906
2023-03-27,,0.2142857142857143,0.0,0.11904761904761905
2023-03-28,,-0.11904761904761905,0.11904761904761905,0.07142857142857144
2023-03-29,,0.28571428571428575,-0.28571428571428575,0.14285714285714288
2023-03-30,,0.0,0.1666666666666667,-0.2380952380952381
2023-03-31,,-0.11904761904761905,-0.4047619047619048,-0.523809523809524
2023-04-03,,-0.8095238095238096,0.3333333333333334,-0.04761904761904763
2023-04-04,0.8095238095238096,-0.4285714285714286,0.4047619047619048,-0.023809523809523815
2023-04-06,-0.2380952380952381,-0.11904761904761905,0.3333333333333334,0.7142857142857144
2023-04-07,-0.6428571428571429,0.6428571428571429,-0.4285714285714286,-0.261904761904762
2023-04-10,-0.5952380952380953,0.2380952380952381,-0.14285714285714288,-0.1666666666666667
2023-04-11,0.523809523809524,-0.5714285714285715,0.3333333333333334,0.4047619047619048
2023-04-12,-0.5476190476190477,0.7380952380952381,-0.9285714285714287,-0.38095238095238104
2023-04-13,-0.4285714285714286,0.14285714285714288,-0.4523809523809524,-0.07142857142857144
2023-04-14,-0.30952380952380953,0.14285714285714288,-0.6666666666666669,-0.6428571428571429
2023-04-17,0.19047619047619052,0.19047619047619052,0.14285714285714288,0.4047619047619048
2023-04-18,0.7142857142857144,-0.261904761904762,0.07142857142857144,-0.09523809523809526
2023-04-19,0.6666666666666669,-0.8333333333333335,0.7380952380952381,0.2142857142857143
2023-04-20,-0.4523809523809524,0.07142857142857144,0.4523809523809524,0.14285714285714288
2023-04-21,0.261904761904762,-0.523809523809524,0.9047619047619048,0.523809523809524
2023-04-24,-0.3333333333333334,-0.28571428571428575,-0.5476190476190477,-0.3333333333333334
2023-04-25,-0.11904761904761905,0.6190476190476191,-0.5952380952380953,-0.8571428571428572
2023-04-26,0.0,-0.38095238095238104,-0.4047619047619048,-0.6190476190476191
2023-04-27,0.5000000000000001,-0.07142857142857144,-0.2380952380952381,0.023809523809523815
2023-04-28,0.09523809523809526,-0.28571428571428575,-0.2142857142857143,-0.6190476190476191
2023-05-04,-0.1666666666666667,0.0,0.07142857142857144,0.07142857142857144
2023-05-05,0.3333333333333334,-0.6904761904761906,0.261904761904762,0.11904761904761905
2023-05-08,0.09523809523809526,0.3571428571428572,-0.523809523809524,-0.4761904761904762
2023-05-09,-0.523809523809524,0.5000000000000001,-0.8095238095238096,-0.4761904761904762
2023-05-10,-0.09523809523809526,-0.261904761904762,-0.261904761904762,-0.04761904761904763
2023-05-11,0.4761904761904762,-0.38095238095238104,-0.38095238095238104,-0.11904761904761905
2023-05-12,-0.38324040381224284,0.2155727271443866,0.09581010095306071,0.2395252523826518
2023-05-15,0.4285714285714286,0.523809523809524,0.30952380952380953,-0.023809523809523815
2023-05-16,0.5476190476190477,0.023809523809523815,0.6190476190476191,-0.2380952380952381
2023-05-17,0.38095238095238104,0.1666666666666667,0.04761904761904763,0.30952380952380953
2023-05-18,0.30952380952380953,0.04761904761904763,-0.4047619047619048,0.3571428571428572
2023-05-19,-0.6190476190476191,0.19047619047619052,-0.19047619047619052,-0.19047619047619052
2023-05-22,-0.7142857142857144,0.5714285714285715,-0.2142857142857143,-0.5952380952380953
2023-05-23,-0.19047619047619052,0.14285714285714288,0.9047619047619048,-0.09523809523809526
2023-05-24,0.7619047619047621,-0.04761904761904763,0.38095238095238104,0.19047619047619052
2023-05-25,0.6428571428571429,-0.023809523809523815,0.28571428571428575,0.4761904761904762
2023-05-26,0.38095238095238104,-0.2380952380952381,-0.19047619047619052,0.09523809523809526
2023-05-29,-0.19047619047619052,-0.1666666666666667,0.1666666666666667,0.0
2023-05-30,-0.1666666666666667,-0.09523809523809526,0.3333333333333334,-0.6190476190476191
2023-05-31,0.4523809523809524,0.0,0.0,0.38095238095238104
2023-06-01,-0.6666666666666669,0.9047619047619048,-0.1666666666666667,0.07142857142857144
2023-06-02,0.2142857142857143,-0.6190476190476191,0.523809523809524,0.1666666666666667
2023-06-05,-0.5000000000000001,0.6904761904761906,-0.023809523809523815,0.11904761904761905
2023-06-06,0.38095238095238104,-0.30952380952380953,0.4761904761904762,0.7142857142857144
2023-06-07,-0.04761904761904763,0.14285714285714288,-0.09523809523809526,0.023809523809523815
2023-06-08,0.2142857142857143,-0.523809523809524,0.1666666666666667,-0.09523809523809526
2023-06-09,-0.1666666666666667,0.0,0.4047619047619048,-0.04761904761904763
2023-06-12,0.023809523809523815,0.0,-0.3571428571428572,0.04761904761904763
2023-06-13,0.28571428571428575,-0.30952380952380953,0.11904761904761905,-0.4285714285714286
2023-06-14,-0.1666666666666667,-0.11904761904761905,0.38095238095238104,0.4285714285714286
2023-06-15,0.6428571428571429,-0.6666666666666669,0.3571428571428572,0.1666666666666667
2023-06-16,0.28571428571428575,-0.19047619047619052,-0.30952380952380953,-0.2142857142857143
2023-06-19,0.9761904761904763,-0.6428571428571429,0.30952380952380953,0.30952380952380953
2023-06-20,-0.14285714285714288,0.28571428571428575,-0.07142857142857144,0.19047619047619052
2023-06-21,-0.38095238095238104,0.07142857142857144,0.2142857142857143,-0.14285714285714288
2023-06-26,0.19047619047619052,-0.261904761904762,0.6190476190476191,0.6666666666666669
2023-06-27,-0.2142857142857143,0.261904761904762,-0.7857142857142858,-0.6666666666666669
2023-06-28,0.5952380952380953,-0.3333333333333334,-0.11904761904761905,-0.2380952380952381
2023-06-29,-0.4523809523809524,0.30952380952380953,-0.07142857142857144,-0.3571428571428572
2023-06-30,,,,
