date,buy_turnover,sell_turnover,one_way_turnover,cost
2023-02-01,0.0,0.0,0.0,0.0
2023-03-01,1.0,0.0,0.5,0.0008
2023-04-03,0.0,0.0,0.0,0.0
2023-05-04,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0
2023-06-30,0.0,0.0,0.0,0.0
