,value
total_return,0.7212249872878622
annual_return,0.15168149813994036
annual_volatility,0.1556461772942758
sharpe,0.9745276162687919
max_drawdown,-0.17095314919527504
win_rate,0.49742002063983487
avg_turnover,0.49583333333333335
benchmark_total_return,-0.25301458695602563
benchmark_annual_return,-0.07305640685420178
excess_annual_return,0.22473790499414215
tracking_error,0.11344570120614113
information_ratio,1.9810173731111502
beta,0.6631705863569077
alpha,0.19206487889376614
