date,ticker,open,high,low,close,volume,amount,pct_change
2021-06-02,000300.SH,5348.34,5352.64,5266.79,5289.97,137754319,296176177152.0,-0.97
2021-06-03,000300.SH,5285.71,5314.37,5255.07,5255.29,141968878,285448634368.0,-0.66
2021-06-04,000300.SH,5228.28,5334.49,5221.23,5282.28,144732088,292326047744.0,0.51
2021-06-07,000300.SH,5284.89,5286.84,5242.95,5277.63,127704970,280463261696.0,-0.09
2021-06-08,000300.SH,5276.97,5319.04,5201.14,5232.12,130559532,304042217472.0,-0.86
2021-06-09,000300.SH,5224.95,5253.36,5215.35,5236.45,121820321,255075450880.0,0.08
2021-06-10,000300.SH,5236.47,5299.53,5229.52,5271.47,138991967,301454336000.0,0.67
2021-06-11,000300.SH,5275.75,5276.1,5213.6,5224.7,180807173,365363494912.0,-0.89
2021-06-15,000300.SH,5218.56,5225.5,5137.41,5166.56,142880059,330616619008.0,-1.11
2021-06-16,000300.SH,5163.25,5164.52,5076.02,5080.49,125147986,298286772224.0,-1.67
2021-06-17,000300.SH,5074.38,5123.37,5073.82,5101.89,120452518,281927282688.0,0.42
2021-06-18,000300.SH,5104.93,5128.03,5064.92,5102.47,148585805,356697096192.0,0.01
2021-06-21,000300.SH,5088.09,5123.78,5058.57,5090.39,132184517,331527114752.0,-0.24
2021-06-22,000300.SH,5106.07,5125.82,5086.28,5122.16,130416753,313690365952.0,0.62
2021-06-23,000300.SH,5127.19,5171.03,5109.76,5147.39,136356058,358765666304.0,0.49
2021-06-24,000300.SH,5156.56,5160.43,5120.58,5155.97,126685624,312607424512.0,0.17
2021-06-25,000300.SH,5159.8,5251.61,5157.48,5239.97,154931062,368265641984.0,1.63
2021-06-28,000300.SH,5253.61,5260.64,5226.22,5251.76,133193784,337452773376.0,0.23
2021-06-29,000300.SH,5248.52,5248.52,5182.68,5190.54,125162998,314896842752.0,-1.17
2021-06-30,000300.SH,5189.38,5231.43,5186.63,5224.04,103752671,281015504896.0,0.65
2021-07-01,000300.SH,5241.2,5252.26,5190.88,5229.66,127240620,324097400832.0,0.11
2021-07-02,000300.SH,5186.66,5186.66,5074.36,5081.12,130426424,342578962432.0,-2.84
2021-07-05,000300.SH,5073.78,5098.23,5048.0,5085.79,131211589,335197786112.0,0.09
2021-07-06,000300.SH,5089.78,5092.21,5028.51,5083.1,140655219,362828902400.0,-0.05
2021-07-07,000300.SH,5052.42,5152.77,5045.41,5140.49,148549061,336731402240.0,1.13
2021-07-08,000300.SH,5149.31,5151.22,5078.93,5088.26,173901007,397879869440.0,-1.02
2021-07-09,000300.SH,5063.15,5081.41,5006.41,5069.44,160653225,352845582336.0,-0.37
2021-07-12,000300.SH,5108.38,5159.41,5070.32,5132.71,206212040,437203144704.0,1.25
2021-07-13,000300.SH,5128.61,5154.05,5114.94,5142.1,166482209,361328492544.0,0.18
2021-07-14,000300.SH,5130.75,5130.75,5075.13,5083.08,188352719,372568109056.0,-1.15
2021-07-15,000300.SH,5073.26,5153.81,5067.68,5151.46,181077102,372484079616.0,1.35
2021-07-16,000300.SH,5140.9,5140.9,5090.63,5094.77,169955983,362594258944.0,-1.1
2021-07-19,000300.SH,5083.73,5120.82,5047.62,5113.49,153199588,340322623488.0,0.37
2021-07-20,000300.SH,5080.22,5114.0,5067.86,5108.99,129300045,283543130112.0,-0.09
2021-07-21,000300.SH,5122.78,5160.54,5122.3,5144.04,167976468,390275518464.0,0.69
2021-07-22,000300.SH,5150.39,5171.21,5137.88,5151.75,185556864,418221654016.0,0.15
2021-07-23,000300.SH,5145.43,5145.43,5080.0,5089.23,216536847,435521171456.0,-1.21
2021-07-26,000300.SH,5067.31,5067.31,4859.6,4925.3,228111711,495153655808.0,-3.22
2021-07-27,000300.SH,4924.28,4940.86,4749.03,4751.31,236631224,521146118144.0,-3.53
2021-07-28,000300.SH,4714.29,4785.66,4663.9,4760.48,192634394,419706155008.0,0.19
2021-07-29,000300.SH,4845.76,4857.97,4800.01,4850.27,173322053,415676121088.0,1.89
2021-07-30,000300.SH,4825.7,4825.7,4761.04,4811.17,182349775,420943933440.0,-0.81
2021-08-02,000300.SH,4794.82,4938.82,4761.46,4933.74,227194918,524659449856.0,2.55
2021-08-03,000300.SH,4909.23,4957.03,4890.85,4934.46,203533361,471194128384.0,0.01
2021-08-04,000300.SH,4927.74,4979.29,4919.66,4978.85,175466460,425801408512.0,0.9
2021-08-05,000300.SH,4946.17,4997.14,4921.94,4948.67,167381829,398772207616.0,-0.61
2021-08-06,000300.SH,4943.04,4944.35,4891.8,4921.56,154179689,371773603840.0,-0.55
2021-08-09,000300.SH,4890.26,5002.89,4884.04,4985.56,182436872,408897064960.0,1.3
2021-08-10,000300.SH,4977.82,5043.76,4941.24,5043.15,167051901,410098757632.0,1.16
2021-08-11,000300.SH,5037.08,5059.79,5009.98,5015.34,182266074,373386346496.0,-0.55
2021-08-12,000300.SH,4998.07,5016.26,4962.99,4973.35,168223734,361828380672.0,-0.84
2021-08-13,000300.SH,4958.76,4993.74,4921.28,4945.98,158314322,352459067392.0,-0.55
2021-08-16,000300.SH,4935.92,4973.38,4931.37,4941.07,161953372,340735119360.0,-0.1
2021-08-17,000300.SH,4935.0,4967.56,4823.39,4837.4,187573473,388457132032.0,-2.1
2021-08-18,000300.SH,4838.47,4909.54,4818.9,4894.24,197474378,395792166912.0,1.18
2021-08-19,000300.SH,4886.56,4893.47,4839.57,4862.14,201711718,397424963584.0,-0.66
2021-08-20,000300.SH,4817.49,4835.15,4720.83,4769.27,177635809,404938035200.0,-1.91
2021-08-23,000300.SH,4777.73,4843.82,4764.01,4835.88,167579092,389599125504.0,1.4
2021-08-24,000300.SH,4844.59,4906.2,4842.75,4888.39,197883164,417481424896.0,1.09
2021-08-25,000300.SH,4890.52,4899.77,4865.76,4898.16,189448015,371868196864.0,0.2
2021-08-26,000300.SH,4892.2,4892.2,4798.7,4801.61,197617388,368987717632.0,-1.97
2021-08-27,000300.SH,4794.97,4863.47,4793.59,4827.04,183310211,368421408768.0,0.53
2021-08-30,000300.SH,4847.03,4849.16,4787.2,4813.27,219635758,477182070784.0,-0.29
2021-08-31,000300.SH,4803.09,4821.76,4740.75,4805.61,235118659,460805652480.0,-0.16
2021-09-01,000300.SH,4804.69,4906.4,4763.3,4869.46,326721080,568819748864.0,1.33
2021-09-02,000300.SH,4865.82,4892.7,4845.62,4869.41,267858012,465954131968.0,0.0
2021-09-03,000300.SH,4875.07,4886.55,4828.7,4843.06,268091896,466430119936.0,-0.54
2021-09-06,000300.SH,4841.06,4944.45,4837.79,4933.73,240507246,452756275200.0,1.87
2021-09-07,000300.SH,4932.98,5005.96,4915.61,4992.83,244178519,417759637504.0,1.2
2021-09-08,000300.SH,4986.8,5013.98,4955.89,4972.13,264615314,428591079424.0,-0.41
2021-09-09,000300.SH,4952.49,4970.15,4929.95,4970.01,256530217,401675689984.0,-0.04
2021-09-10,000300.SH,4967.98,5042.8,4962.37,5013.52,288304353,472762531840.0,0.88
2021-09-13,000300.SH,5006.77,5029.72,4964.96,4991.66,249915297,433329627136.0,-0.44
2021-09-14,000300.SH,4989.83,5000.98,4907.32,4917.16,245590403,417245831168.0,-1.49
2021-09-15,000300.SH,4903.85,4903.85,4843.12,4867.32,187984730,363256655872.0,-1.01
2021-09-16,000300.SH,4866.79,4879.53,4806.14,4807.7,216752100,393517268992.0,-1.22
2021-09-17,000300.SH,4797.11,4857.96,4786.09,4855.94,201958126,360397418496.0,1.0
2021-09-22,000300.SH,4770.73,4830.85,4765.23,4821.77,191220375,311952990208.0,-0.7
2021-09-23,000300.SH,4848.22,4877.34,4837.56,4853.2,228151063,362140917760.0,0.65
2021-09-24,000300.SH,4845.64,4897.06,4838.54,4849.43,207693289,361849454592.0,-0.08
2021-09-27,000300.SH,4870.85,4922.56,4852.2,4877.37,215967030,426083024896.0,0.58
2021-09-28,000300.SH,4869.08,4901.31,4846.63,4883.83,176890880,321272193024.0,0.13
2021-09-29,000300.SH,4846.02,4868.07,4799.88,4833.93,188171366,331841769472.0,-1.02
2021-09-30,000300.SH,4843.95,4876.07,4843.95,4866.38,146113897,283254685696.0,0.67
2021-10-08,000300.SH,4915.73,4937.09,4891.62,4929.94,168968077,343635836928.0,1.31
2021-10-11,000300.SH,4941.29,4983.73,4930.71,4936.19,163511624,315186323456.0,0.13
2021-10-12,000300.SH,4920.66,4925.49,4840.77,4883.84,168079337,299424239616.0,-1.06
2021-10-13,000300.SH,4880.14,4953.37,4869.83,4940.11,131142812,280044666880.0,1.15
2021-10-14,000300.SH,4934.26,4953.92,4903.25,4913.61,119557012,249151668224.0,-0.54
2021-10-15,000300.SH,4896.56,4939.82,4881.01,4932.11,142822001,300728492032.0,0.38
2021-10-18,000300.SH,4922.51,4922.51,4844.94,4874.78,141245199,302539444224.0,-1.16
2021-10-19,000300.SH,4869.39,4928.14,4868.81,4922.72,135266493,282928242688.0,0.98
2021-10-20,000300.SH,4926.77,4944.02,4898.37,4910.18,141533184,279747731456.0,-0.25
2021-10-21,000300.SH,4914.74,4946.18,4893.85,4928.02,148898153,274802962432.0,0.36
2021-10-22,000300.SH,4934.87,4989.89,4934.87,4959.73,143926228,289252614144.0,0.64
2021-10-25,000300.SH,4940.9,4981.65,4930.11,4979.52,141861491,299408232448.0,0.4
2021-10-26,000300.SH,4983.24,5002.57,4953.48,4963.1,140888942,301786230784.0,-0.33
2021-10-27,000300.SH,4949.23,4949.23,4884.94,4898.16,147111593,299460468736.0,-1.31
2021-10-28,000300.SH,4882.59,4898.66,4846.28,4864.14,156649472,316631711744.0,-0.69
2021-10-29,000300.SH,4861.27,4908.77,4855.76,4908.77,159887352,368731987968.0,0.92
2021-11-01,000300.SH,4878.13,4908.21,4858.25,4890.69,171583974,379730767872.0,-0.37
2021-11-02,000300.SH,4886.18,4911.23,4797.9,4839.85,185437688,385731878912.0,-1.04
2021-11-03,000300.SH,4835.81,4858.71,4804.37,4821.11,142763820,302269935616.0,-0.39
2021-11-04,000300.SH,4841.09,4873.94,4834.74,4868.74,132592970,308688056320.0,0.99
2021-11-05,000300.SH,4858.9,4889.68,4841.74,4842.35,147789358,312070840320.0,-0.54
2021-11-08,000300.SH,4841.15,4866.08,4827.69,4848.18,137398264,295893823488.0,0.12
2021-11-09,000300.SH,4858.25,4870.79,4818.54,4846.74,118375526,261645066240.0,-0.03
2021-11-10,000300.SH,4832.8,4832.8,4754.0,4821.19,135118180,301058965504.0,-0.53
2021-11-11,000300.SH,4814.77,4898.65,4809.11,4898.65,160484864,323624628224.0,1.61
2021-11-12,000300.SH,4902.93,4909.08,4875.35,4888.37,132662968,271773245440.0,-0.21
2021-11-15,000300.SH,4894.41,4906.33,4863.4,4882.38,121823150,272997748736.0,-0.12
2021-11-16,000300.SH,4880.9,4915.37,4876.5,4883.32,127254405,284094590976.0,0.02
2021-11-17,000300.SH,4883.25,4891.52,4864.52,4885.75,108459223,246177918976.0,0.05
2021-11-18,000300.SH,4871.42,4871.42,4830.41,4837.62,114480566,244484714496.0,-0.99
2021-11-19,000300.SH,4832.06,4892.81,4829.57,4890.06,127198313,266280681472.0,1.08
2021-11-22,000300.SH,4895.39,4919.0,4893.27,4912.4,138092836,316148809728.0,0.46
2021-11-23,000300.SH,4905.76,4927.52,4896.88,4913.35,154304412,301022146560.0,0.02
2021-11-24,000300.SH,4914.03,4935.49,4899.61,4916.66,137150674,289707339776.0,0.07
2021-11-25,000300.SH,4917.61,4921.33,4891.73,4896.44,115984031,255450992640.0,-0.41
2021-11-26,000300.SH,4886.95,4886.95,4850.81,4860.13,120368975,243041337344.0,-0.74
2021-11-29,000300.SH,4820.01,4858.53,4818.71,4851.42,133626862,285995220992.0,-0.18
2021-11-30,000300.SH,4857.18,4871.25,4810.22,4832.03,129630597,279268233216.0,-0.4
2021-12-01,000300.SH,4831.89,4844.52,4823.93,4843.85,123086789,255968911360.0,0.24
2021-12-02,000300.SH,4839.91,4866.85,4830.32,4856.16,148088522,278051725312.0,0.25
2021-12-03,000300.SH,4856.98,4901.02,4853.35,4901.02,144059625,300052697088.0,0.92
2021-12-06,000300.SH,4909.43,4943.9,4888.69,4892.62,173615683,333405790208.0,-0.17
2021-12-07,000300.SH,4930.83,4934.1,4895.22,4922.1,179053460,340617764864.0,0.6
2021-12-08,000300.SH,4934.41,4995.93,4915.79,4995.93,157490560,329064833024.0,1.5
2021-12-09,000300.SH,5000.69,5114.5,4999.41,5078.69,220568776,425680957440.0,1.66
2021-12-10,000300.SH,5046.27,5060.06,5035.81,5055.12,193695155,356917624832.0,-0.46
2021-12-13,000300.SH,5090.02,5143.84,5079.73,5083.8,211801595,426376531968.0,0.57
2021-12-14,000300.SH,5066.35,5075.21,5038.86,5049.7,159107791,318685536256.0,-0.67
2021-12-15,000300.SH,5036.28,5060.37,5003.78,5005.9,150529751,291072569344.0,-0.87
2021-12-16,000300.SH,5006.61,5034.73,4987.22,5034.73,144053868,291474767872.0,0.58
2021-12-17,000300.SH,5021.34,5022.11,4954.76,4954.76,149005399,297943310336.0,-1.59
2021-12-20,000300.SH,4934.97,4971.67,4872.68,4880.42,169675689,317536919552.0,-1.5
2021-12-21,000300.SH,4876.51,4917.8,4872.95,4913.49,143339899,259023175680.0,0.68
2021-12-22,000300.SH,4924.58,4936.67,4903.17,4914.45,133256740,244642451456.0,0.02
2021-12-23,000300.SH,4924.29,4948.74,4906.75,4948.74,139555407,263359754240.0,0.7
2021-12-24,000300.SH,4953.06,4964.91,4905.98,4921.34,142673324,290483662848.0,-0.55
2021-12-27,000300.SH,4918.15,4939.69,4894.16,4919.32,124100951,254421524480.0,-0.04
2021-12-28,000300.SH,4923.69,4959.14,4913.6,4955.96,130457756,276316733440.0,0.74
2021-12-29,000300.SH,4958.65,4958.65,4883.48,4883.48,113587003,273225465856.0,-1.46
2021-12-30,000300.SH,4882.16,4940.18,4878.65,4921.51,121617178,268022476800.0,0.78
2021-12-31,000300.SH,4937.46,4950.36,4923.14,4940.37,121313738,266975387648.0,0.38
2022-01-04,000300.SH,4957.98,4961.45,4874.53,4917.77,151534776,336516960256.0,-0.46
2022-01-05,000300.SH,4907.93,4916.28,4851.98,4868.12,178816100,363944529920.0,-1.01
2022-01-06,000300.SH,4842.16,4857.56,4786.43,4818.23,157665825,321750077440.0,-1.02
2022-01-07,000300.SH,4824.32,4856.65,4818.19,4822.37,187139412,332218949632.0,0.09
2022-01-10,000300.SH,4812.23,4844.39,4780.82,4844.05,156211697,305033818112.0,0.45
2022-01-11,000300.SH,4840.01,4850.88,4791.89,4797.77,146928005,286445756416.0,-0.96
2022-01-12,000300.SH,4818.89,4852.73,4810.92,4845.58,143200205,293153042432.0,1.0
2022-01-13,000300.SH,4853.03,4853.06,4765.24,4765.92,142519652,288799117312.0,-1.64
2022-01-14,000300.SH,4743.91,4764.05,4723.94,4726.73,146863127,281828450304.0,-0.82
2022-01-17,000300.SH,4728.76,4775.24,4726.71,4767.28,115295690,263788240896.0,0.86
2022-01-18,000300.SH,4766.78,4826.3,4747.92,4813.35,150870802,282749394944.0,0.97
2022-01-19,000300.SH,4815.81,4828.75,4755.93,4780.38,133927360,275534557184.0,-0.68
2022-01-20,000300.SH,4778.26,4845.0,4777.57,4823.51,164971315,304344268800.0,0.9
2022-01-21,000300.SH,4808.77,4818.31,4762.56,4779.31,138952586,274699153408.0,-0.92
2022-01-24,000300.SH,4753.94,4801.1,4746.45,4786.74,114463880,246261596160.0,0.16
2022-01-25,000300.SH,4761.95,4781.39,4678.25,4678.45,133667587,250555768832.0,-2.26
2022-01-26,000300.SH,4697.1,4718.99,4648.13,4712.31,107070843,226553450496.0,0.72
2022-01-27,000300.SH,4708.1,4708.44,4616.03,4619.88,121263803,250535653376.0,-1.96
2022-01-28,000300.SH,4641.81,4660.52,4559.83,4563.77,126480113,263967891456.0,-1.21
2022-02-07,000300.SH,4638.58,4672.65,4615.01,4634.09,144849720,266031792128.0,1.54
2022-02-08,000300.SH,4626.44,4626.44,4522.47,4608.77,155830707,281364873216.0,-0.55
2022-02-09,000300.SH,4608.15,4659.46,4595.28,4652.06,148335547,273771962368.0,0.94
2022-02-10,000300.SH,4657.21,4657.21,4608.09,4639.86,151576666,287224389632.0,-0.26
2022-02-11,000300.SH,4617.87,4662.6,4595.88,4601.4,155974584,307938017280.0,-0.83
2022-02-14,000300.SH,4579.42,4593.63,4530.06,4551.69,143673894,275737554944.0,-1.08
2022-02-15,000300.SH,4553.81,4601.45,4550.54,4600.1,115025600,249977008128.0,1.06
2022-02-16,000300.SH,4619.85,4643.1,4607.22,4617.99,107258954,210190929920.0,0.39
2022-02-17,000300.SH,4616.9,4650.16,4606.95,4629.16,110014643,227946250240.0,0.24
2022-02-18,000300.SH,4604.57,4651.34,4598.1,4651.24,104550228,195825700864.0,0.48
2022-02-21,000300.SH,4646.05,4646.67,4613.3,4634.31,112516513,215039180800.0,-0.36
2022-02-22,000300.SH,4601.92,4602.07,4550.8,4574.15,123317238,246872961024.0,-1.3
2022-02-23,000300.SH,4582.01,4625.3,4579.29,4623.05,122952916,259050147840.0,1.07
2022-02-24,000300.SH,4592.07,4610.88,4488.48,4529.32,184403059,342346665984.0,-2.03
2022-02-25,000300.SH,4564.63,4611.86,4561.9,4573.42,149722583,271727599616.0,0.97
2022-02-28,000300.SH,4563.74,4581.65,4530.68,4581.65,135406979,248363728896.0,0.18
2022-03-01,000300.SH,4597.86,4623.43,4583.92,4619.69,123139220,260431183872.0,0.83
2022-03-02,000300.SH,4594.02,4594.02,4558.44,4578.6,113298324,215299653632.0,-0.89
2022-03-03,000300.SH,4595.02,4599.4,4544.43,4551.63,138285878,242701770752.0,-0.59
2022-03-04,000300.SH,4513.36,4539.39,4481.49,4496.43,127266806,249970282496.0,-1.21
2022-03-07,000300.SH,4462.52,4462.52,4338.3,4352.78,162197706,306898526208.0,-3.19
2022-03-08,000300.SH,4361.64,4383.65,4252.54,4265.39,167863278,315176697856.0,-2.01
2022-03-09,000300.SH,4280.98,4304.48,4068.19,4226.35,194232901,341009391616.0,-0.92
2022-03-10,000300.SH,4326.2,4335.67,4288.51,4292.84,145266383,301636182016.0,1.57
2022-03-11,000300.SH,4231.2,4316.04,4176.45,4306.52,152399921,295008833536.0,0.32
2022-03-14,000300.SH,4248.15,4280.36,4174.76,4174.76,130187236,260691660800.0,-3.06
2022-03-15,000300.SH,4125.49,4163.42,3983.81,3983.81,202524700,346988949504.0,-4.57
2022-03-16,000300.SH,4053.1,4168.59,3942.86,4156.08,196021983,378883588096.0,4.32
2022-03-17,000300.SH,4237.67,4302.74,4217.8,4237.7,179407345,385039196160.0,1.96
2022-03-18,000300.SH,4218.47,4283.37,4194.94,4265.9,149458304,275791290368.0,0.67
2022-03-21,000300.SH,4280.14,4287.82,4223.02,4258.75,127036360,251214544896.0,-0.17
2022-03-22,000300.SH,4252.57,4283.33,4236.69,4255.3,126382469,226213535744.0,-0.08
2022-03-23,000300.SH,4269.61,4287.58,4241.96,4276.52,117089078,226390777856.0,0.5
2022-03-24,000300.SH,4249.53,4273.96,4216.85,4251.31,108918272,219594432512.0,-0.59
2022-03-25,000300.SH,4249.07,4254.84,4173.93,4174.57,108808046,217013186560.0,-1.81
2022-03-28,000300.SH,4128.84,4174.12,4091.3,4148.47,118449021,213468975104.0,-0.63
2022-03-29,000300.SH,4155.42,4177.21,4124.72,4134.14,100266972,199463854080.0,-0.35
2022-03-30,000300.SH,4162.17,4254.1,4160.74,4254.1,138346025,268869181440.0,2.9
2022-03-31,000300.SH,4234.72,4247.36,4214.54,4222.6,134029184,238877216768.0,-0.74
2022-04-01,000300.SH,4198.82,4290.67,4190.08,4276.16,133803054,244758872064.0,1.27
2022-04-06,000300.SH,4258.83,4277.52,4236.73,4263.84,159062195,253690929152.0,-0.29
2022-04-07,000300.SH,4240.02,4278.11,4205.74,4209.1,134880353,216996184064.0,-1.28
2022-04-08,000300.SH,4213.21,4237.81,4175.53,4230.77,142843794,229081763840.0,0.51
2022-04-11,000300.SH,4203.79,4203.79,4089.09,4100.07,148197071,265224933376.0,-3.09
2022-04-12,000300.SH,4102.97,4179.97,4075.8,4179.97,144285683,252830412800.0,1.95
2022-04-13,000300.SH,4154.41,4194.04,4139.74,4139.74,125097490,221281030144.0,-0.96
2022-04-14,000300.SH,4172.64,4217.06,4155.55,4191.57,124791316,245993820160.0,1.25
2022-04-15,000300.SH,4162.37,4211.32,4152.97,4188.75,124762263,226229739520.0,-0.07
2022-04-18,000300.SH,4152.93,4171.74,4119.99,4166.38,117504609,212855328768.0,-0.53
2022-04-19,000300.SH,4161.93,4186.94,4115.42,4134.9,110217472,208570580992.0,-0.76
2022-04-20,000300.SH,4130.54,4136.17,4060.5,4070.79,117331658,216536637440.0,-1.55
2022-04-21,000300.SH,4048.73,4086.44,3978.37,3995.83,132783828,227026681856.0,-1.84
2022-04-22,000300.SH,3967.2,4037.08,3953.72,4013.25,122101811,206371766272.0,0.44
2022-04-25,000300.SH,3933.45,3958.21,3814.91,3814.91,168364503,272889274368.0,-4.94
2022-04-26,000300.SH,3822.49,3871.85,3773.9,3784.12,157577610,259626352640.0,-0.81
2022-04-27,000300.SH,3758.08,3895.73,3757.09,3895.54,172734047,296924102656.0,2.94
2022-04-28,000300.SH,3883.42,3943.43,3873.58,3921.11,153056586,268502241280.0,0.66
2022-04-29,000300.SH,3939.62,4017.43,3898.57,4016.24,179458378,321414877184.0,2.43
2022-05-05,000300.SH,3995.35,4039.7,3988.93,4010.21,154170716,290538229760.0,-0.15
2022-05-06,000300.SH,3928.85,3947.24,3902.05,3908.82,123005550,214825172992.0,-2.53
2022-05-09,000300.SH,3883.95,3914.11,3854.94,3877.44,92936694,171756503040.0,-0.8
2022-05-10,000300.SH,3820.63,3932.68,3808.57,3919.87,136416919,239060213760.0,1.09
2022-05-11,000300.SH,3917.93,4033.3,3916.52,3976.42,165632256,309294911488.0,1.44
2022-05-12,000300.SH,3949.95,3985.93,3935.59,3958.74,113376067,202029158400.0,-0.44
2022-05-13,000300.SH,3983.82,4003.85,3957.14,3988.6,109968356,195727044608.0,0.75
2022-05-16,000300.SH,4015.0,4018.03,3947.75,3956.54,112425295,199717908480.0,-0.8
2022-05-17,000300.SH,3961.76,4005.89,3955.1,4005.89,109661455,210117537792.0,1.25
2022-05-18,000300.SH,4015.01,4017.34,3964.75,3991.91,108074232,201800667136.0,-0.35
2022-05-19,000300.SH,3938.3,3999.6,3933.75,3999.6,116293420,210206683136.0,0.19
2022-05-20,000300.SH,4020.82,4077.6,4020.82,4077.6,147069174,265609089024.0,1.95
2022-05-23,000300.SH,4080.97,4080.97,4029.08,4053.98,130477811,225981542400.0,-0.58
2022-05-24,000300.SH,4052.87,4055.78,3959.15,3959.15,145554337,247713038336.0,-2.34
2022-05-25,000300.SH,3959.77,3983.62,3946.81,3983.18,107734016,188700536832.0,0.61
2022-05-26,000300.SH,3987.68,4015.75,3938.24,3993.04,126263690,216987025408.0,0.25
2022-05-27,000300.SH,4022.71,4051.14,3983.38,4001.3,112769336,206944428032.0,0.21
2022-05-30,000300.SH,4020.86,4040.82,4003.38,4029.02,111152241,211144720384.0,0.69
2022-05-31,000300.SH,4031.76,4096.2,4020.38,4091.52,135415514,267770089472.0,1.55
2022-06-01,000300.SH,4086.62,4094.9,4058.85,4083.18,114850880,225416237056.0,-0.2
2022-06-02,000300.SH,4064.0,4091.15,4057.91,4089.57,113893637,222657536000.0,0.16
2022-06-06,000300.SH,4090.53,4166.62,4063.91,4166.09,167871012,324075626496.0,1.87
2022-06-07,000300.SH,4165.69,4198.09,4155.17,4179.13,142992881,285733724160.0,0.31
2022-06-08,000300.SH,4187.15,4224.81,4158.03,4219.81,157374057,319480254464.0,0.97
2022-06-09,000300.SH,4211.72,4227.45,4160.88,4175.67,168449155,285172805632.0,-1.05
2022-06-10,000300.SH,4145.65,4241.35,4140.22,4238.99,184796214,324091441152.0,1.52
2022-06-13,000300.SH,4194.46,4218.23,4156.71,4189.35,168475622,336585670656.0,-1.17
2022-06-14,000300.SH,4143.22,4224.09,4102.93,4222.31,171385905,335418556416.0,0.79
2022-06-15,000300.SH,4228.29,4348.42,4228.29,4278.22,257046589,459766820864.0,1.32
2022-06-16,000300.SH,4282.08,4302.92,4241.08,4250.06,184074417,337235910656.0,-0.66
2022-06-17,000300.SH,4219.23,4318.77,4218.68,4309.04,158649098,346675728384.0,1.39
2022-06-20,000300.SH,4322.83,4368.36,4297.89,4330.43,165666383,359569297408.0,0.5
2022-06-21,000300.SH,4327.92,4357.34,4287.14,4325.57,164667615,317163319296.0,-0.11
2022-06-22,000300.SH,4331.9,4333.18,4269.25,4270.62,158565855,298656264192.0,-1.27
2022-06-23,000300.SH,4277.96,4343.88,4260.9,4343.88,170882360,327144779776.0,1.72
2022-06-24,000300.SH,4354.55,4400.69,4346.12,4394.77,168972198,356054749184.0,1.17
2022-06-27,000300.SH,4414.33,4472.69,4414.33,4444.26,177385677,381432967168.0,1.13
2022-06-28,000300.SH,4442.58,4497.89,4407.35,4490.52,174756490,361685970944.0,1.04
2022-06-29,000300.SH,4472.73,4503.13,4414.0,4421.36,187276687,395926106112.0,-1.54
2022-06-30,000300.SH,4418.07,4515.0,4418.07,4485.01,156666289,354343886848.0,1.44
2022-07-01,000300.SH,4489.52,4500.99,4449.29,4466.72,144779599,318492131328.0,-0.41
2022-07-04,000300.SH,4447.22,4496.03,4427.82,4496.03,146345651,356968521728.0,0.66
2022-07-05,000300.SH,4505.46,4530.32,4439.45,4489.54,154962414,361891852288.0,-0.14
2022-07-06,000300.SH,4475.48,4484.36,4393.42,4423.97,149800236,344672706560.0,-1.46
2022-07-07,000300.SH,4425.28,4457.34,4391.19,4443.47,132660905,328133132288.0,0.44
2022-07-08,000300.SH,4468.06,4479.49,4426.89,4428.78,123195740,304031109120.0,-0.33
2022-07-11,000300.SH,4406.15,4406.15,4330.58,4354.62,134448579,299195232256.0,-1.67
2022-07-12,000300.SH,4352.65,4370.34,4296.62,4313.62,130187838,291072311850.2,-0.94
2022-07-13,000300.SH,4313.36,4341.47,4284.94,4321.46,131113179,286075545406.5,0.18
2022-07-14,000300.SH,4308.82,4352.1,4292.76,4322.07,145250926,301569861036.8,0.01
2022-07-15,000300.SH,4299.47,4344.86,4248.53,4248.53,150214453,316793192669.9,-1.7
2022-07-18,000300.SH,4262.15,4300.78,4217.51,4292.59,122601192,281055128639.5,1.04
2022-07-19,000300.SH,4288.44,4288.44,4238.82,4269.34,103805730,231117731807.1,-0.54
2022-07-20,000300.SH,4291.28,4303.37,4269.97,4283.8,94490144,212301881407.6,0.34
2022-07-21,000300.SH,4270.36,4283.15,4236.05,4236.06,117156344,239228146811.6,-1.11
2022-07-22,000300.SH,4251.79,4275.47,4207.31,4238.23,103840624,224295333457.3,0.05
2022-07-25,000300.SH,4233.93,4234.84,4201.92,4212.64,83636664,188136426672.8,-0.6
2022-07-26,000300.SH,4220.09,4259.99,4214.53,4245.98,85823274,197601406373.7,0.79
2022-07-27,000300.SH,4236.15,4242.1,4217.28,4225.04,78904940,194245303807.2,-0.49
2022-07-28,000300.SH,4242.27,4267.92,4223.03,4225.67,107531930,243871486471.5,0.01
2022-07-29,000300.SH,4226.42,4243.51,4160.87,4170.1,114179286,253198574647.5,-1.32
2022-08-01,000300.SH,4160.65,4196.57,4129.45,4188.68,107749029,251125308597.5,0.45
2022-08-02,000300.SH,4144.38,4144.38,4071.43,4107.02,142224425,281013555279.9,-1.95
2022-08-03,000300.SH,4114.83,4150.98,4058.18,4066.98,116666124,268695834765.4,-0.97
2022-08-04,000300.SH,4089.44,4108.16,4064.66,4101.54,89532644,216898674902.2,0.85
2022-08-05,000300.SH,4109.63,4159.49,4097.86,4156.91,102571004,247325902015.1,1.35
