,value
total_return,0.09783383359520914
annual_return,0.5001151100152861
annual_volatility,0.14653207414076957
sharpe,3.4130077865057613
max_drawdown,-0.03640205897640847
win_rate,0.3793103448275862
avg_turnover,0.16666666666666666
