date,buy_turnover,sell_turnover,one_way_turnover,cost
2021-02-01,1.0,0.0,0.5,0.0008
2021-03-01,0.5,0.5,0.5,0.0013
2021-04-01,0.7000000000000001,0.7,0.7000000000000001,0.0018200000000000002
2021-05-06,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0015600000000000004
2021-06-01,0.35000000000000003,0.35000000000000003,0.35,0.00091
2021-07-01,0.30000000000000004,0.30000000000000004,0.3,0.0007799999999999999
2021-08-02,0.35000000000000003,0.35000000000000003,0.35,0.00091
2021-09-01,0.4,0.4,0.4,0.0010400000000000001
2021-10-08,0.4,0.4,0.39999999999999997,0.0010400000000000001
2021-11-01,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.00078
2021-12-01,0.4,0.4,0.4,0.0010400000000000001
2022-01-04,0.25,0.25,0.25,0.00065
2022-02-07,0.55,0.55,0.55,0.0014300000000000003
2022-03-01,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0015600000000000002
2022-04-01,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0015599999999999998
2022-05-05,0.6,0.6000000000000001,0.6000000000000001,0.0015600000000000002
2022-06-01,0.5,0.5,0.5,0.0013
2022-07-01,0.45000000000000007,0.45,0.45,0.00117
2022-08-01,0.45,0.45000000000000007,0.45,0.00117
2022-09-01,0.45,0.45,0.45,0.00117
2022-10-10,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.00156
2022-11-01,0.65,0.65,0.6500000000000001,0.00169
2022-12-01,0.65,0.6500000000000001,0.65,0.00169
2023-01-03,0.7000000000000001,0.7000000000000001,0.7,0.0018200000000000002
2023-02-01,0.7,0.7,0.7,0.0018199999999999996
2023-03-01,0.35000000000000003,0.35000000000000003,0.35,0.0009100000000000002
2023-04-03,0.65,0.65,0.6500000000000001,0.0016899999999999999
2023-05-04,0.55,0.55,0.55,0.00143
2023-06-01,0.7,0.7000000000000001,0.7,0.0018200000000000002
2023-07-03,0.8,0.8,0.8,0.0020800000000000003
2023-08-01,0.6500000000000001,0.6500000000000001,0.6500000000000001,0.0016899999999999997
2023-09-01,0.75,0.75,0.75,0.0019500000000000001
2023-10-09,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.00221
2023-11-01,0.7,0.7000000000000001,0.7,0.0018199999999999998
2023-12-01,0.5,0.5,0.5,0.0012999999999999997
2024-01-02,0.7,0.7000000000000001,0.7,0.0018200000000000004
2024-02-01,0.9,0.9,0.9000000000000001,0.00234
2024-03-01,0.9000000000000001,0.9,0.9,0.00234
2024-04-01,0.6499999999999999,0.65,0.65,0.0016900000000000003
2024-05-06,0.7000000000000001,0.7000000000000001,0.7,0.0018199999999999998
2024-06-03,0.8,0.8,0.8,0.0020800000000000003
2024-07-01,0.5,0.5,0.5,0.0013000000000000002
2024-08-01,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.00221
2024-09-02,0.75,0.7500000000000001,0.75,0.00195
2024-10-08,0.75,0.75,0.75,0.0019500000000000003
2024-11-01,0.5,0.5,0.5,0.0013
2024-12-02,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0015600000000000002
2024-12-31,0.8500000000000001,0.8500000000000001,0.85,0.00221
