,value
total_return,0.027444158848593636
annual_return,0.014196371228785143
annual_volatility,0.22609782793562658
sharpe,0.0627886227762748
max_drawdown,-0.302767941768593
win_rate,0.3822314049586777
avg_turnover,0.0
benchmark_total_return,0.016344537055454023
benchmark_annual_return,0.008476895594149436
excess_annual_return,0.005719475634635707
tracking_error,0.16499842850689678
information_ratio,0.03466381883992694
beta,0.8760029143429447
alpha,0.018357133235562022
