,oos_daily_return
2024-10-30,0.03063992221046341
2024-10-31,0.04147546336924912
2024-11-01,0.0029138672556998646
2024-11-04,0.0003533504314825464
2024-11-05,0.0250715673014692
2024-11-06,-0.013389671778183287
2024-11-07,0.019331049059857497
2024-11-08,-0.005044932977980809
2024-11-11,0.0023514428012454403
2024-11-12,-0.016542457250376508
2024-11-13,-0.0020844548041916156
2024-11-14,-0.01980405403191199
2024-11-15,-0.011142820265816034
2024-11-18,-0.0005228999134941903
2024-11-19,0.004273127635068041
2024-11-20,-0.0010857771624598334
2024-11-21,-0.0019054485203209293
2024-11-22,-0.032496822607417375
2024-11-25,-0.004199516472126019
2024-11-26,-0.002033283055942414
2024-11-27,0.02245565786152115
2024-11-28,-0.012118326636529564
2024-11-29,0.0091052643906675
2024-12-02,0.002826386071127507
2024-12-03,0.005584147390412797
2024-12-04,-0.009682723934642978
2024-12-05,0.0027978169304416767
2024-12-06,0.011199429002811234
2024-12-09,-0.011700670633424393
2024-12-10,0.01806194015006346
2024-12-11,0.0019243778344819606
2024-12-12,0.007795831031994993
2024-12-13,-0.026082458443803302
2024-12-16,-0.01133528608626544
2024-12-17,-0.003843711285706597
2024-12-18,0.002336920244917051
2024-12-19,-0.009910727961707888
2024-12-20,-0.007436754344597785
2024-12-23,0.004404332524537313
2024-12-24,0.01414429884741275
2024-12-25,-0.008864369086139301
2024-12-26,-0.0021068511053607963
2024-12-27,-0.005504036002759172
2024-12-30,-0.0003153549752793472
2024-12-31,-0.00946928919992196
