date,open,high,low,close,volume,amount,turnover,outstanding_share,ticker,adj_factor,market_cap,is_suspended,is_limit_up,is_limit_down
2021-01-04,5.78,6.25,5.67,6.01,765332022.0,4912775937.0,0.04332287299659279,17665772583.0,603993.SH,1.0,106171293223.83,False,False,False
2021-01-05,5.84,5.96,5.63,5.86,644761906.0,4056856034.0,0.03649780404285645,17665772583.0,603993.SH,1.0,103521427336.38,False,False,False
2021-01-06,5.97,6.26,5.81,6.21,671083287.0,4406709480.0,0.03798776893832496,17665772583.0,603993.SH,1.0,109704447740.43,False,False,False
2021-01-07,6.22,6.84,6.16,6.77,998586991.0,7286581582.0,0.0565266526730313,17665772583.0,603993.SH,1.0,119597280386.90999,False,False,False
2021-01-08,6.77,6.82,6.26,6.81,870495678.0,6177183131.0,0.04927583404066286,17665772583.0,603993.SH,1.0,120303911290.23,False,False,False
2021-01-11,6.62,6.73,6.13,6.22,756501100.0,5267513113.0,0.04282298418853137,17665772583.0,603993.SH,1.0,109881105466.26,False,False,False
2021-01-12,6.04,6.5,5.93,6.33,607832284.0,4091712346.0,0.03440734228543873,17665772583.0,603993.SH,1.0,111824340450.39,False,False,False
2021-01-13,6.32,6.48,5.8,5.93,683705339.0,4567590321.0,0.03870226087128159,17665772583.0,603993.SH,1.0,104758031417.19,False,False,False
2021-01-14,5.8,5.95,5.67,5.77,493799421.0,3111977641.0,0.027952325248157533,17665772583.0,603993.SH,1.0,101931507803.90999,False,False,False
2021-01-15,5.8,5.95,5.61,5.85,444421669.0,2800458606.0,0.025157216697540456,17665772583.0,603993.SH,1.0,103344769610.54999,False,False,False
2021-01-18,5.7,5.82,5.58,5.74,416716742.0,2585222754.0,0.02358893391399207,17665772583.0,603993.SH,1.0,101401534626.42,False,False,False
2021-01-19,5.76,5.88,5.35,5.42,559869187.0,3414990873.0,0.031692312598814346,17665772583.0,603993.SH,1.0,95748487399.86,False,False,False
2021-01-20,5.43,5.77,5.43,5.7,484385308.0,2963676498.0,0.02741942395806285,17665772583.0,603993.SH,1.0,100694903723.1,False,False,False
2021-01-21,5.67,5.95,5.57,5.81,514155183.0,3238503394.0,0.029104596506284598,17665772583.0,603993.SH,1.0,102638138707.23,False,False,False
2021-01-22,5.75,6.09,5.67,5.99,551942008.0,3542169578.0,0.031243581643926568,17665772583.0,603993.SH,1.0,105817977772.17,False,False,False
2021-01-25,6.04,6.4,5.9,6.16,597989262.0,4003936796.0,0.03385016189869062,17665772583.0,603993.SH,1.0,108821159111.28,False,False,False
2021-01-26,6.06,6.14,5.71,5.78,408575819.0,2616752936.0,0.023128103629794134,17665772583.0,603993.SH,1.0,102108165529.74,False,False,False
2021-01-27,5.8,5.95,5.52,5.86,397186268.0,2473011554.0,0.022483379435225916,17665772583.0,603993.SH,1.0,103521427336.38,False,False,False
