date,open,high,low,close,volume,amount,turnover,outstanding_share,ticker,adj_factor,market_cap,is_suspended,is_limit_up,is_limit_down
2021-01-04,33.3,34.2,32.94,33.8,30541101.0,1062971965.0,0.023456149778500635,1302050903.0,603019.SH,1.0,44009320521.399994,False,False,False
2021-01-05,33.34,34.94,33.34,33.82,35760648.0,1258566377.0,0.02746486171746851,1302050903.0,603019.SH,1.0,44035361539.46,False,False,False
2021-01-06,33.95,35.02,33.56,33.66,32480923.0,1144233124.0,0.02494597018070652,1302050903.0,603019.SH,1.0,43827033394.979996,False,False,False
2021-01-07,33.34,33.66,32.42,33.0,31452270.0,1066754272.0,0.024155944999947516,1302050903.0,603019.SH,1.0,42967679799.0,False,False,False
2021-01-08,32.94,35.11,32.92,34.92,49274140.0,1749961357.0,0.037843482068534766,1302050903.0,603019.SH,1.0,45467617532.76,False,False,False
2021-01-11,35.02,35.62,34.34,34.63,39527768.0,1422290739.0,0.03035808193744634,1302050903.0,603019.SH,1.0,45090022770.89001,False,False,False
2021-01-12,34.63,34.89,33.85,34.82,27119776.0,957097961.0,0.020828506733119635,1302050903.0,603019.SH,1.0,45337412442.46,False,False,False
2021-01-13,34.53,35.72,33.66,35.46,51846911.0,1842280263.0,0.03981941941021026,1302050903.0,603019.SH,1.0,46170725020.380005,False,False,False
2021-01-14,35.41,36.12,34.82,35.59,45040861.0,1647516620.0,0.03459224281955742,1302050903.0,603019.SH,1.0,46339991637.770004,False,False,False
2021-01-15,35.72,35.84,34.05,34.05,32765720.0,1169658180.0,0.02516469972449303,1302050903.0,603019.SH,1.0,44334833247.149994,False,False,False
2021-01-18,34.01,35.18,33.75,35.16,28571067.0,1020132761.0,0.02194312598237951,1302050903.0,603019.SH,1.0,45780109749.479996,False,False,False
2021-01-19,35.06,35.48,34.22,34.27,28077273.0,1002363233.0,0.021563882744759327,1302050903.0,603019.SH,1.0,44621284445.810005,False,False,False
2021-01-20,34.31,34.44,33.81,34.08,15939939.0,558854941.0,0.012242178061758927,1302050903.0,603019.SH,1.0,44373894774.24,False,False,False
2021-01-21,34.17,34.82,33.94,34.44,20984268.0,742665552.0,0.016116319225040313,1302050903.0,603019.SH,1.0,44842633099.32,False,False,False
2021-01-22,34.34,34.34,33.05,33.05,34803611.0,1194442773.0,0.026729838994628,1302050903.0,603019.SH,1.0,43032782344.149994,False,False,False
2021-01-25,32.77,32.77,31.84,32.16,26262592.0,870238305.0,0.02017017302433375,1302050903.0,603019.SH,1.0,41873957040.479996,False,False,False
2021-01-26,32.16,32.48,31.51,31.59,18484523.0,604673133.0,0.014196467248254734,1302050903.0,603019.SH,1.0,41131788025.77,False,False,False
2021-01-27,31.61,32.07,31.25,31.55,18039167.0,586641865.0,0.013854425321188845,1302050903.0,603019.SH,1.0,41079705989.65,False,False,False
2021-01-28,31.25,31.5,29.6,29.76,37724036.0,1177856507.0,0.028972781258460523,1302050903.0,603019.SH,1.0,38749034873.28,False,False,False
2021-01-29,30.06,30.12,28.47,28.82,29537777.0,880824468.0,0.022685577754251594,1302050903.0,603019.SH,1.0,37525107024.46,False,False,False
2021-02-01,29.08,29.73,28.83,29.02,18157016.0,545542975.0,0.013944935607482929,1302050903.0,603019.SH,1.0,37785517205.06,False,False,False
2021-02-02,29.18,30.16,28.5,29.9,22762745.0,691992002.0,0.01748222358093169,1302050903.0,603019.SH,1.0,38931321999.7,False,False,False
2021-02-03,29.9,29.9,28.94,28.99,17253469.0,520152927.0,0.013250994227834732,1302050903.0,603019.SH,1.0,37746455677.97,False,False,False
2021-02-04,28.85,29.27,27.62,28.35,22562645.0,654794766.0,0.01732854295328575,1302050903.0,603019.SH,1.0,36913143100.05,False,False,False
2021-02-05,28.38,28.6,27.72,27.78,17709880.0,511227918.0,0.013601526606368016,1302050903.0,603019.SH,1.0,36170974085.340004,False,False,False
2021-02-08,27.78,28.33,27.3,27.85,13422239.0,385451775.0,0.01030853630151816,1302050903.0,603019.SH,1.0,36262117648.55,False,False,False
2021-02-09,27.99,28.75,27.88,28.51,14049314.0,409501506.0,0.010790141896625988,1302050903.0,603019.SH,1.0,37121471244.53,False,False,False
2021-02-10,28.55,28.75,28.31,28.71,14567600.0,427411936.0,0.01118819545874544,1302050903.0,603019.SH,1.0,37381881425.130005,False,False,False
2021-02-18,28.94,29.92,28.93,29.38,19792923.0,600177136.0,0.015201343476200484,1302050903.0,603019.SH,1.0,38254255530.14,False,False,False
2021-02-19,29.38,30.19,29.01,30.1,19054255.0,582106442.0,0.014634032322467504,1302050903.0,603019.SH,1.0,39191732180.3,False,False,False
2021-02-22,30.26,30.53,29.57,29.59,22623050.0,701423548.0,0.017374935148752782,1302050903.0,603019.SH,1.0,38527686219.77,False,False,False
2021-02-23,29.5,29.76,29.01,29.38,13804795.0,417682379.0,0.010602346627303864,1302050903.0,603019.SH,1.0,38254255530.14,False,False,False
2021-02-24,29.38,30.74,29.38,30.33,26116950.0,811153761.0,0.02005831718239667,1302050903.0,603019.SH,1.0,39491203887.99,False,False,False
2021-02-25,30.4,30.4,29.72,29.79,12814055.0,394507197.0,0.009841439355769949,1302050903.0,603019.SH,1.0,38788096400.369995,False,False,False
2021-02-26,29.47,30.35,29.21,29.99,14565029.0,446440752.0,0.011186220881565642,1302050903.0,603019.SH,1.0,39048506580.97,False,False,False
2021-03-01,30.0,30.39,30.0,30.25,12825342.0,397858188.0,0.009850107987675195,1302050903.0,603019.SH,1.0,39387039815.75,False,False,False
2021-03-02,30.31,30.44,29.25,29.45,17150826.0,522890517.0,0.013172162440411134,1302050903.0,603019.SH,1.0,38345399093.35,False,False,False
2021-03-03,29.38,29.63,29.08,29.51,12265930.0,370436668.0,0.00942046887087025,1302050903.0,603019.SH,1.0,38423522147.53,False,False,False
2021-03-04,29.25,29.45,28.4,28.53,19374583.0,573944117.0,0.01488005035391462,1302050903.0,603019.SH,1.0,37147512262.590004,False,False,False
2021-03-05,28.53,29.03,28.43,28.89,11915393.0,352309272.0,0.009151249749565283,1302050903.0,603019.SH,1.0,37616250587.67,False,False,False
2021-03-08,29.14,29.26,28.29,28.31,12681488.0,374603330.0,0.009739625363940168,1302050903.0,603019.SH,1.0,36861061063.93,False,False,False
2021-03-09,28.33,28.61,27.43,27.91,12914848.0,373494973.0,0.009918850307805515,1302050903.0,603019.SH,1.0,36340240702.73,False,False,False
2021-03-10,28.21,28.31,27.31,27.38,14142034.0,400928896.0,0.01086135263023584,1302050903.0,603019.SH,1.0,35650153724.14,False,False,False
2021-03-11,28.21,30.12,27.86,29.94,45518047.0,1375389661.0,0.034958730795488724,1302050903.0,603019.SH,1.0,38983404035.82,False,False,False
2021-03-12,29.86,29.86,28.68,29.17,29583129.0,888923359.0,0.022720408957774826,1302050903.0,603019.SH,1.0,37980824840.51,False,False,False
2021-03-15,28.73,28.97,28.11,28.48,14102031.0,414023064.0,0.010830629561031839,1302050903.0,603019.SH,1.0,37082409717.44,False,False,False
2021-03-16,28.69,28.92,28.19,28.68,11773539.0,346561822.0,0.009042303164087587,1302050903.0,603019.SH,1.0,37342819898.04,False,False,False
2021-03-17,28.69,28.82,28.16,28.82,11040099.0,324492829.0,0.008479007214359268,1302050903.0,603019.SH,1.0,37525107024.46,False,False,False
2021-03-18,28.87,29.03,28.44,28.48,10622891.0,312904422.0,0.008158583489727053,1302050903.0,603019.SH,1.0,37082409717.44,False,False,False
2021-03-19,28.04,28.48,27.93,28.15,10087221.0,292283865.0,0.007747178683074881,1302050903.0,603019.SH,1.0,36652732919.45,False,False,False
2021-03-22,28.21,28.44,28.14,28.37,8828547.0,256862232.0,0.006780492974321143,1302050903.0,603019.SH,1.0,36939184118.11,False,False,False
2021-03-23,28.4,28.59,28.09,28.17,11183306.0,325126520.0,0.008588992929718047,1302050903.0,603019.SH,1.0,36678773937.51,False,False,False
2021-03-24,28.01,28.27,27.98,28.09,7528803.0,217443287.0,0.0057822647199531185,1302050903.0,603019.SH,1.0,36574609865.27,False,False,False
2021-03-25,28.09,28.68,28.02,28.4,11169576.0,326526932.0,0.008578448027081473,1302050903.0,603019.SH,1.0,36978245645.2,False,False,False
2021-03-26,28.49,28.99,28.31,28.77,13377302.0,394329853.0,0.010274023825933324,1302050903.0,603019.SH,1.0,37460004479.31,False,False,False
2021-03-29,28.93,29.04,28.32,28.37,12539542.0,369746263.0,0.009630608120702636,1302050903.0,603019.SH,1.0,36939184118.11,False,False,False
2021-03-30,28.27,28.3,28.06,28.1,9064598.0,262316185.0,0.006961784657661729,1302050903.0,603019.SH,1.0,36587630374.3,False,False,False
2021-03-31,28.11,28.26,28.05,28.12,7202386.0,208284304.0,0.005531570220031559,1302050903.0,603019.SH,1.0,36613671392.36,False,False,False
2021-04-01,28.13,28.65,28.1,28.38,9693560.0,282906779.0,0.007444839504865348,1302050903.0,603019.SH,1.0,36952204627.14,False,False,False
2021-04-02,28.51,29.32,28.42,29.1,21173117.0,631508979.0,0.01626135886946964,1302050903.0,603019.SH,1.0,37889681277.3,False,False,False
2021-04-06,29.26,29.33,28.89,28.96,12035068.0,359002004.0,0.009243162438788309,1302050903.0,603019.SH,1.0,37707394150.880005,False,False,False
2021-04-07,29.0,29.0,28.57,28.75,9415660.0,277757491.0,0.007231406989009246,1302050903.0,603019.SH,1.0,37433963461.25,False,False,False
2021-04-08,28.74,29.01,28.62,28.69,8954178.0,265413937.0,0.006876979985474501,1302050903.0,603019.SH,1.0,37355840407.07,False,False,False
2021-04-09,28.88,28.9,27.88,28.08,15753989.0,457097344.0,0.012099364904783604,1302050903.0,603019.SH,1.0,36561589356.24,False,False,False
2021-04-12,28.12,28.72,27.95,28.06,13118737.0,381980132.0,0.010075440959929967,1302050903.0,603019.SH,1.0,36535548338.18,False,False,False
2021-04-13,28.07,28.31,28.04,28.2,7279190.0,210776495.0,0.005590557161189573,1302050903.0,603019.SH,1.0,36717835464.6,False,False,False
2021-04-14,28.21,28.41,28.16,28.32,6651560.0,193534772.0,0.005108525315465335,1302050903.0,603019.SH,1.0,36874081572.96,False,False,False
2021-04-15,28.31,28.47,28.07,28.24,7330205.0,212818982.0,0.005629737657038436,1302050903.0,603019.SH,1.0,36769917500.72,False,False,False
2021-04-16,28.21,28.83,28.08,28.66,12872303.0,377011151.0,0.009886174933976448,1302050903.0,603019.SH,1.0,37316778879.98,False,False,False
2021-04-19,28.63,29.03,28.46,29.0,15517729.0,460286212.0,0.011917912705445127,1302050903.0,603019.SH,1.0,37759476187.0,False,False,False
2021-04-20,28.94,28.95,28.49,28.5,12055788.0,355512401.0,0.009259075795134256,1302050903.0,603019.SH,1.0,37108450735.5,False,False,False
2021-04-21,28.38,28.66,28.22,28.5,8563491.0,249967113.0,0.006576924896153618,1302050903.0,603019.SH,1.0,37108450735.5,False,False,False
2021-04-22,28.5,29.03,28.5,28.77,11968061.0,353823705.0,0.009191699781033829,1302050903.0,603019.SH,1.0,37460004479.31,False,False,False
2021-04-23,28.78,28.78,27.98,28.24,14474361.0,422532985.0,0.011116586123207811,1302050903.0,603019.SH,1.0,36769917500.72,False,False,False
2021-04-26,28.26,28.26,27.34,27.47,24085452.0,683100724.0,0.018498087858551258,1302050903.0,603019.SH,1.0,35767338305.409996,False,False,False
2021-04-27,27.39,27.42,25.84,25.89,35641748.0,963307773.0,0.027373544243070196,1302050903.0,603019.SH,1.0,33710097878.670002,False,False,False
2021-04-28,25.87,26.21,25.3,26.06,14021535.0,371790123.0,0.010768807093250793,1302050903.0,603019.SH,1.0,33931446532.179996,False,False,False
2021-04-29,26.07,26.18,25.85,25.87,10683217.0,285461265.0,0.008204915011682919,1302050903.0,603019.SH,1.0,33684056860.61,False,False,False
2021-04-30,25.87,25.93,25.14,25.17,16234897.0,422764309.0,0.012468711447911802,1302050903.0,603019.SH,1.0,32772621228.510002,False,False,False
2021-05-06,25.14,25.74,24.94,25.13,14044502.0,365352017.0,0.0096809964174604,1450728973.9999998,603019.SH,1.0,36456819116.619995,False,False,False
2021-05-07,25.14,25.47,25.11,25.35,9771915.0,253729810.0,0.006735865330556224,1450728973.9999998,603019.SH,1.0,36775979490.899994,False,False,False
2021-05-10,25.5,25.51,24.27,24.47,19749136.0,502502085.0,0.01361324985848115,1450728973.9999998,603019.SH,1.0,35499337993.77999,False,False,False
2021-05-11,24.32,24.94,23.73,24.76,17446401.0,436139929.0,0.012025954752868955,1450728973.9999998,603019.SH,1.0,35920049396.24,False,False,False
