,equity
2021-06-10,940113.2736308497
2021-06-11,941649.0350267945
2021-06-15,932414.221249771
2021-06-16,913879.3952304877
2021-06-17,919718.7338689308
2021-06-18,923781.2322430816
2021-06-21,924729.7423905333
2021-06-22,938866.7318325099
2021-06-23,941597.8446256325
2021-06-24,941973.7714629918
2021-06-25,958561.9713326877
2021-06-28,960771.8005807565
2021-06-29,950750.4391267424
2021-06-30,958106.1900627426
2021-07-01,958526.8956051124
2021-07-02,925452.369540377
2021-07-05,941926.4011043949
2021-07-06,928742.3411147881
2021-07-07,949815.2933113271
2021-07-08,940544.5840405409
2021-07-09,940533.247262473
2021-07-12,953809.0228333783
2021-07-13,951898.3791555124
2021-07-14,937804.0186589507
2021-07-15,955009.2118121487
2021-07-16,941471.4756416195
2021-07-19,946905.736534264
2021-07-20,946759.0963266673
2021-07-21,964879.7776821563
2021-07-22,959582.4551461927
2021-07-23,943116.9423059819
2021-07-26,917280.2984293891
2021-07-27,886135.3806232766
2021-07-28,894134.7742933221
2021-07-29,913820.7516748855
2021-07-30,895136.3215565287
2021-08-02,908617.5920838772
2021-08-03,892074.2192020527
2021-08-04,914832.1455067763
2021-08-05,910232.2293920845
2021-08-06,907519.0912741142
2021-08-09,900254.4381089518
2021-08-10,898063.2451584261
2021-08-11,895526.1320445999
2021-08-12,901114.5694165778
2021-08-13,883987.9064297066
2021-08-16,870798.3858205816
2021-08-17,853519.3353562285
2021-08-18,855537.6277625596
2021-08-19,864648.8108131519
2021-08-20,858018.9352198323
2021-08-23,871636.435002345
2021-08-24,884978.2247169161
2021-08-25,893426.4744507316
2021-08-26,886704.2473821404
2021-08-27,897078.2721594903
2021-08-30,896104.3862481306
2021-08-31,886563.7541480139
2021-09-01,872937.6260782429
2021-09-02,869113.1132458932
2021-09-03,860960.7504696478
2021-09-06,874619.4900894345
2021-09-07,883058.457220317
2021-09-08,872185.1049913068
2021-09-09,872487.2804771663
2021-09-10,897760.1210374255
2021-09-13,879415.7257872882
2021-09-14,876815.95368194
2021-09-15,878877.387563454
2021-09-16,847262.7309261804
2021-09-17,846067.5907610717
2021-09-22,850367.6044307621
2021-09-23,859681.5722264493
2021-09-24,861287.8430358807
2021-09-27,853442.1013031707
2021-09-28,848240.4777081774
2021-09-29,830550.6098756816
2021-09-30,844674.4171955491
2021-10-08,828489.9973119702
2021-10-11,826716.1513416455
2021-10-12,807678.2013211303
2021-10-13,826106.1982620502
2021-10-14,831046.1310101977
2021-10-15,844243.5594825742
2021-10-18,858444.6821603436
2021-10-19,857494.2245878839
2021-10-20,865302.1727543373
2021-10-21,858573.7362358674
2021-10-22,851954.9245281253
2021-10-25,882651.5516862351
2021-10-26,881195.9126790134
2021-10-27,878769.1763253247
2021-10-28,858153.0779843415
2021-10-29,864493.7075808452
2021-11-01,852638.5042761503
2021-11-02,836429.1702572593
2021-11-03,839387.6381631942
2021-11-04,841392.9285137033
2021-11-05,818391.2991863299
2021-11-08,822156.6006125114
2021-11-09,821947.9009137829
2021-11-10,808914.4462035019
2021-11-11,822419.2146204291
2021-11-12,820222.9081384762
2021-11-15,807076.737084069
2021-11-16,794495.8873155301
2021-11-17,804686.6969072411
2021-11-18,807199.5296534803
2021-11-19,819142.2170500496
2021-11-22,825852.0693006521
2021-11-23,829499.8707609938
2021-11-24,831363.7523084492
2021-11-25,829455.7714506584
2021-11-26,823239.7275742275
2021-11-29,823201.5788460718
2021-11-30,821774.1489034244
2021-12-01,826173.9593298979
2021-12-02,827962.7893600331
2021-12-03,841599.2139392361
2021-12-06,834383.4618834154
2021-12-07,838101.3672362922
2021-12-08,855653.1577736413
2021-12-09,858560.4585564543
2021-12-10,857670.4947199152
2021-12-13,870088.4555068063
2021-12-14,862919.1620214649
2021-12-15,861597.8365849729
2021-12-16,865650.3531796209
2021-12-17,855326.112021568
2021-12-20,842618.6343090908
2021-12-21,851918.6408304785
2021-12-22,857957.136368827
2021-12-23,871753.8390486378
2021-12-24,864361.6930306158
2021-12-27,861205.7060214641
2021-12-28,862920.7276014556
2021-12-29,849568.2529821269
2021-12-30,860030.5705959444
2021-12-31,869519.2422349445
2022-01-04,853897.354486351
2022-01-05,827095.1162464927
2022-01-06,820123.22051118
2022-01-07,802989.0641299591
2022-01-10,804139.3514831245
2022-01-11,786611.6389428317
2022-01-12,804328.808027794
2022-01-13,787021.2775208422
2022-01-14,794540.7016572666
2022-01-17,807457.038967553
2022-01-18,811934.676861653
2022-01-19,796412.8378905777
2022-01-20,794712.3931796191
2022-01-21,785738.4467383284
2022-01-24,797332.5945889181
2022-01-25,778145.510083227
2022-01-26,786201.5623551107
2022-01-27,767790.4007827209
2022-01-28,754096.2739718257
2022-02-07,761875.1084567243
2022-02-08,760894.3425079427
2022-02-09,767770.4682701793
2022-02-10,768644.4050072158
2022-02-11,765846.134721044
2022-02-14,754860.8085152644
2022-02-15,760258.6080971701
2022-02-16,763816.8276890258
2022-02-17,761535.8032149619
2022-02-18,765623.0381312282
2022-02-21,760412.2294332552
2022-02-22,746289.376033008
2022-02-23,755645.0477707023
2022-02-24,738483.6468312764
2022-02-25,742071.8255682478
2022-02-28,742111.1323472841
2022-03-01,751318.5803587236
2022-03-02,748732.2384370858
2022-03-03,755179.1786230725
2022-03-04,747109.8317272894
2022-03-07,733724.5776003398
2022-03-08,714747.7926583766
2022-03-09,708032.7293669039
2022-03-10,710475.2158356085
2022-03-11,712358.1122459795
2022-03-14,691044.8066907366
2022-03-15,656859.1708552331
2022-03-16,680270.9638497309
2022-03-17,688014.0305941865
2022-03-18,700839.3976404581
2022-03-21,696851.1512685581
2022-03-22,705855.1159944958
2022-03-23,707531.9405132164
2022-03-24,706347.620231374
2022-03-25,698318.6272269876
2022-03-28,701753.1410517193
2022-03-29,701946.5915520621
2022-03-30,717895.4829259121
2022-03-31,717090.9745436116
2022-04-01,725734.2099388054
2022-04-06,731021.0977636336
2022-04-07,726944.3050435528
2022-04-08,732456.2287162457
2022-04-11,718335.0255238671
2022-04-12,723193.6929034239
2022-04-13,722500.4663560097
2022-04-14,724521.1522477488
2022-04-15,722824.5376478932
2022-04-18,713775.4172380108
2022-04-19,722136.8691365804
2022-04-20,708159.5556811386
2022-04-21,693071.8850419126
2022-04-22,699789.5048835854
2022-04-25,667698.8462357882
2022-04-26,662131.6013119783
2022-04-27,675199.1918776382
2022-04-28,681899.8595490388
2022-04-29,690468.5107047419
2022-05-05,686651.7779300117
2022-05-06,669703.5172375607
2022-05-09,666514.7622317304
2022-05-10,667514.557996687
2022-05-11,670644.8044233506
2022-05-12,666431.007754157
2022-05-13,680541.2593406908
2022-05-16,678235.7614176088
2022-05-17,683124.4433965283
2022-05-18,678109.0889242999
2022-05-19,681117.6551812451
2022-05-20,690809.160753397
2022-05-23,687763.2973977254
2022-05-24,678972.350896903
2022-05-25,687405.4784233709
2022-05-26,691961.0306378725
2022-05-27,692789.0942305439
2022-05-30,691029.1034169436
2022-05-31,694378.3490915347
2022-06-01,694810.8400989244
2022-06-02,686449.5794993849
2022-06-06,690177.1571278671
2022-06-07,695549.4038707801
2022-06-08,704562.4083222816
2022-06-09,707449.7515047683
2022-06-10,713156.7494989837
2022-06-13,701223.582413694
2022-06-14,712673.0462746018
2022-06-15,714938.6465845191
2022-06-16,701215.7787126806
2022-06-17,704497.055629016
2022-06-20,694633.605559411
2022-06-21,700179.4259058349
2022-06-22,692321.0575903121
2022-06-23,699274.6946290131
2022-06-24,696220.065686757
2022-06-27,706636.9163023458
2022-06-28,711795.2351710625
2022-06-29,715250.0826683963
2022-06-30,718549.877001223
2022-07-01,713408.8856546124
2022-07-04,719605.3936830179
2022-07-05,721970.4876442329
2022-07-06,705666.7390680308
2022-07-07,709840.3051493244
2022-07-08,707187.5926708122
2022-07-11,693296.6887921661
2022-07-12,688148.3541589141
