,value
total_return,0.3651153284269286
annual_return,0.17591905164137356
annual_volatility,0.16228138604949813
sharpe,1.0840371525278676
max_drawdown,-0.1443158501791294
win_rate,0.41115702479338845
avg_turnover,0.0
benchmark_total_return,0.016344537055454023
benchmark_annual_return,0.008476895594149436
excess_annual_return,0.16744215604722412
tracking_error,0.10101543038753974
information_ratio,1.6575898890381615
beta,0.7541619794568073
alpha,0.15682202399637624
