,oos_daily_return
2024-03-27,1.0834472593374112
2024-03-28,1.084242078579647
2024-03-29,1.095420664749528
2024-04-01,1.1034597635348873
2024-04-02,1.1018431789426217
2024-04-03,1.1004743429926838
2024-04-08,1.0873726147703493
2024-04-09,1.0964139713347427
2024-04-10,1.0862938862999134
2024-04-11,1.0873688008630589
2024-04-12,1.0765644926071767
2024-04-15,1.0954091241096686
2024-04-16,1.0835205085126844
2024-04-17,1.1036841747606025
2024-04-18,1.103109804313685
2024-04-19,1.0995146499152018
2024-04-22,1.0960774372703606
2024-04-23,1.0829059806297543
2024-04-24,1.0859762428530024
2024-04-25,1.0891241348080465
2024-04-26,1.1123127436778708
2024-04-29,1.1189001995889236
2024-04-30,1.1098337682639579
2024-05-06,1.121832310001125
2024-05-07,1.117421521373999
2024-05-08,1.1170910212509146
2024-05-09,1.1321346160554306
2024-05-10,1.1335341983925833
2024-05-13,1.1383689342056371
2024-05-14,1.138761544876838
2024-05-15,1.1264760170321975
2024-05-16,1.1257251882834807
2024-05-17,1.140953947607673
2024-05-20,1.1467606022022894
2024-05-21,1.1491665411640066
2024-05-22,1.1567195964753934
2024-05-23,1.1423836861588128
2024-05-24,1.139381302500471
2024-05-27,1.154421412960826
2024-05-28,1.1475585020996506
2024-05-29,1.145595825375159
2024-05-30,1.1444503070713183
2024-05-31,1.1439045382658772
2024-06-03,1.1372771329153206
2024-06-04,1.141103081685243
2024-06-05,1.1358611817197746
2024-06-06,1.1245619903803765
2024-06-07,1.1300353831530066
2024-06-11,1.124794983623666
2024-06-12,1.1263321328184523
2024-06-13,1.1206772656830615
2024-06-14,1.1289322442024805
2024-06-17,1.1242047790733298
2024-06-18,1.1288103127025015
2024-06-19,1.120199393705684
2024-06-20,1.106542104959915
2024-06-21,1.1086734652216708
2024-06-24,1.0957261181663465
2024-06-25,1.0907174911099051
2024-06-26,1.1002386746288948
2024-06-27,1.0896701229586518
2024-06-28,1.0842044634329406
2024-07-01,1.0842044634329406
2024-07-02,1.0842044634329406
2024-07-03,1.0842044634329406
2024-07-04,1.0842044634329406
2024-07-05,1.0842044634329406
2024-07-08,1.0842044634329406
2024-07-09,1.0842044634329406
2024-07-10,1.0842044634329406
2024-07-11,1.0842044634329406
2024-07-12,1.0842044634329406
2024-07-15,1.0842044634329406
2024-07-16,1.0842044634329406
2024-07-17,1.0842044634329406
2024-07-18,1.0842044634329406
2024-07-19,1.0842044634329406
2024-07-22,1.0842044634329406
2024-07-23,1.0842044634329406
2024-07-24,1.0842044634329406
2024-07-25,1.0842044634329406
2024-07-26,1.0842044634329406
2024-07-29,1.0842044634329406
2024-07-30,1.0842044634329406
2024-07-31,1.0842044634329406
2024-08-01,1.0833370998621943
2024-08-02,1.078969568093434
2024-08-05,1.0672883650074734
2024-08-06,1.0675776665798005
2024-08-07,1.0729846728166148
2024-08-08,1.074359731834134
2024-08-09,1.073475991755335
2024-08-12,1.0728120751136647
2024-08-13,1.074344370175462
2024-08-14,1.0663094368665134
2024-08-15,1.077583165164709
2024-08-16,1.076237119997288
2024-08-19,1.083611820354318
2024-08-20,1.0733979011330754
2024-08-21,1.0674275405129594
2024-08-22,1.066618601810126
2024-08-23,1.071637855074056
2024-08-26,1.0769805602601417
2024-08-27,1.0692657485584718
2024-08-28,1.0703354417130766
2024-08-29,1.056281941814517
2024-08-30,1.0541695558905093
2024-09-02,1.0504068952057228
2024-09-03,1.0552644062833845
2024-09-04,1.0505030120304073
2024-09-05,1.0596374796790042
2024-09-06,1.0536099217226054
2024-09-09,1.046106235365846
2024-09-10,1.0397978446690073
2024-09-11,1.0363131465669908
2024-09-12,1.035526219646042
2024-09-13,1.0333991874234845
2024-09-18,1.0304422982964052
2024-09-19,1.0428372064336984
2024-09-20,1.042828565847378
2024-09-23,1.0415459697162026
2024-09-24,1.0845232506198557
2024-09-25,1.1045036513578883
2024-09-26,1.1522530838386622
2024-09-27,1.2109409893831513
2024-09-30,1.3238591082585327
2024-10-08,1.4006823273073712
2024-10-09,1.2919463037184065
2024-10-10,1.3095729653172898
2024-10-11,1.2834373368306673
2024-10-14,1.3052815435878988
2024-10-15,1.2797899107168593
2024-10-16,1.2852326309601976
2024-10-17,1.264158732851832
2024-10-18,1.2859357486149139
2024-10-21,1.277410042326961
2024-10-22,1.2881077147303406
2024-10-23,1.307056906719016
2024-10-24,1.3007793901386797
2024-10-25,1.3093555905094552
2024-10-28,1.3125777587353846
2024-10-29,1.2982638354923914
2024-10-30,1.2869509443684282
2024-10-31,1.2760921441701982
2024-11-01,1.2808721086467207
2024-11-04,1.2916559583935736
2024-11-05,1.3057756677948964
2024-11-06,1.299968561202252
2024-11-07,1.331469124684355
2024-11-08,1.3217361272379873
2024-11-11,1.3157314223671743
2024-11-12,1.3169101367468943
2024-11-13,1.3279321912034818
2024-11-14,1.3222393274697528
2024-11-15,1.3244861389513711
2024-11-18,1.3278474038707475
2024-11-19,1.3272871624572598
2024-11-20,1.3302024867154225
2024-11-21,1.3273106917448745
2024-11-22,1.292014553785569
2024-11-25,1.2989300877571421
2024-11-26,1.2937148630687592
2024-11-27,1.3076358524669818
2024-11-28,1.303542203746409
2024-11-29,1.3101786882117366
2024-12-02,1.3208109371211427
2024-12-03,1.328524221476422
2024-12-04,1.3285149547607145
2024-12-05,1.3197259889140684
2024-12-06,1.3312106283668454
2024-12-09,1.3386058818736049
2024-12-10,1.3335635235674714
2024-12-11,1.3449796073842144
2024-12-12,1.3565292795244237
2024-12-13,1.3341963029719333
2024-12-16,1.3509087758688019
2024-12-17,1.3472110763225653
2024-12-18,1.3534396337447776
2024-12-19,1.3381512423088089
2024-12-20,1.3266532172105423
2024-12-23,1.343781015925397
2024-12-24,1.3623743873776748
2024-12-25,1.3689567975471322
2024-12-26,1.3527749110926948
2024-12-27,1.3649894923269763
2024-12-30,1.3719764410642343
2024-12-31,1.3651153284269286
