,oos_daily_return
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,-0.0008000000000000229
2023-02-02,-0.0013290088289857893
2023-02-03,-0.0029774201722453375
2023-02-06,-0.0002607892715879023
2023-02-07,0.004609166832078682
2023-02-08,-0.005242878085582547
2023-02-09,0.017050611102222613
2023-02-10,0.0073006935231645365
2023-02-13,0.010244164476548745
2023-02-14,-0.0033707437664606266
2023-02-15,0.0003968332139334674
2023-02-16,-0.011699023270547393
2023-02-17,-0.006322178938783174
2023-02-20,0.02002047705713217
2023-02-21,0.00542453851823832
2023-02-22,-0.0011235848629462808
2023-02-23,-0.001824096081548654
2023-02-24,0.000779982344475405
2023-02-27,-0.005254296039100104
2023-02-28,0.007532643772224734
2023-03-01,0.0128009776119824
2023-03-02,0.005648611466422482
2023-03-03,0.012036835550802483
2023-03-06,-0.0024313759995577833
2023-03-07,-0.001128802793615824
2023-03-08,-0.0008021030775644533
2023-03-09,-0.0009477258301427982
2023-03-10,-0.010614441727237689
2023-03-13,0.006779987295132628
2023-03-14,-0.004166693992243009
2023-03-15,0.008475789573133552
2023-03-16,-0.004259296106300825
2023-03-17,0.004494278358192272
2023-03-20,0.0038143588915160453
2023-03-21,0.00033669272887970614
2023-03-22,0.005287540889242992
2023-03-23,0.0012491447563014457
2023-03-24,-0.007471591035914882
2023-03-27,-0.00896106604894742
2023-03-28,-0.0018868799770923594
2023-03-29,-0.006125718073334174
2023-03-30,0.005690691482350685
2023-03-31,-0.002057627843485177
2023-04-03,0.002754984350795686
2023-04-04,0.006410839199309626
2023-04-06,-0.004828483962581731
2023-04-07,0.00048597620185697465
2023-04-10,0.0009955797281751
2023-04-11,0.00022947424736941002
2023-04-12,0.0032112386479723476
2023-04-13,0.0020354642020044
2023-04-14,0.00465895702385688
2023-04-17,0.017328775741056512
2023-04-18,0.002552574540648944
2023-04-19,0.0016170982901873021
2023-04-20,-0.003975325289296117
2023-04-21,-0.013770997807355578
2023-04-24,-0.004106722448556033
2023-04-25,0.0003217851682313366
2023-04-26,0.002062554183065002
2023-04-27,0.01186519720429513
2023-04-28,0.004075309571062613
2023-05-04,0.01989780546590958
2023-05-05,-0.004913720615310924
2023-05-08,0.01930659999763229
2023-05-09,-0.012815050116283033
2023-05-10,-0.003483944664969818
2023-05-11,0.0001546473462987752
2023-05-12,-0.005837110959246106
2023-05-15,0.009075377020164366
2023-05-16,-0.002950809374582808
2023-05-17,-0.0021342680187985685
2023-05-18,-0.003645473372587582
2023-05-19,-0.001492557013301754
2023-05-22,0.005723656132591515
2023-05-23,-0.005664867993252387
2023-05-24,-0.014633567219995647
2023-05-25,-0.0059285439255608585
2023-05-26,0.001142067652844192
2023-05-29,0.00046397650804053114
2023-05-30,-0.004539007495768188
2023-05-31,-0.00486631627648626
2023-06-01,-0.00436081091929319
2023-06-02,0.020322881442789598
2023-06-05,0.00014689080052332493
2023-06-06,-0.01214806540192892
2023-06-07,-0.008198782926874815
2023-06-08,0.010223162472512426
2023-06-09,0.007068361648295163
2023-06-12,0.010271755647092373
2023-06-13,0.0007900549462473982
2023-06-14,0.0037057113491476557
2023-06-15,0.011774909081017748
2023-06-16,0.00018583198989574612
2023-06-19,-0.0047826695995552004
2023-06-20,-0.007451483764272182
2023-06-21,-0.013468064091051946
2023-06-26,-0.010305954295274922
2023-06-27,0.01596854363444722
2023-06-28,-0.0019505304553461
2023-06-29,-0.00744054118737314
2023-06-30,0.007377625515061714
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,-0.0008000000000000229
2023-08-02,-0.008746029456860205
2023-08-03,0.007039818450629731
2023-08-04,-0.0021301031625996503
2023-08-07,-0.00713992353991566
2023-08-08,0.003539654705798645
2023-08-09,-0.005171987034228942
2023-08-10,0.0058672742950558465
2023-08-11,-0.015413490554742282
2023-08-14,0.00021925848148240945
2023-08-15,0.004786472832011501
2023-08-16,-0.005889525457379863
2023-08-17,-0.0007976825379114594
2023-08-18,-0.001388671280882714
2023-08-21,-0.009928101334446882
2023-08-22,0.004729154997043183
2023-08-23,-0.008068383266220391
2023-08-24,-0.0051975760572298135
2023-08-25,-0.002389984109706811
2023-08-28,0.009701149344598203
2023-08-29,0.006956659973712309
2023-08-30,0.0007558141301067245
2023-08-31,0.0031446608521050745
2023-09-01,0.0014432492918738937
2023-09-04,0.015217376281206674
2023-09-05,-0.0036518399572220694
2023-09-06,-0.0019503707906521894
2023-09-07,-0.011635847702238689
2023-09-08,-0.006049589585671811
2023-09-11,0.007907159351859594
2023-09-12,0.0024081766705419394
2023-09-13,-0.001850543706694907
2023-09-14,0.0061852319098905095
2023-09-15,-0.0028289881237485437
2023-09-18,-0.0004944432890068295
2023-09-19,0.002282026284548655
2023-09-20,-0.003683563245663213
2023-09-21,-0.006630054381828843
2023-09-22,0.006088286135736309
2023-09-25,-0.0012080360158195358
2023-09-26,-0.0074375638953491086
2023-09-27,0.0008869360586936104
2023-09-28,-0.001077813244610204
2023-10-09,-0.003356869846631527
2023-10-10,-0.005211315579970344
2023-10-11,0.0002522724926270481
2023-10-12,0.008794897910011645
2023-10-13,-0.008073981209640202
2023-10-16,-0.010925361337009387
2023-10-17,0.003451604778901496
2023-10-18,-0.012953517914936041
2023-10-19,-0.014435976509120763
2023-10-20,-0.007660707885780216
2023-10-23,-0.014151159742303299
2023-10-24,0.007702724056376287
2023-10-25,0.008625019004537826
2023-10-26,0.004586608319000263
2023-10-27,0.015534250073106382
2023-10-30,0.006126136396661597
2023-10-31,-0.0010629216700721589
2023-11-01,-0.004229223954598349
2023-11-02,-0.0033568564488841712
2023-11-03,0.003484524846251169
2023-11-06,0.01036879710891725
2023-11-07,-0.001973043713303424
2023-11-08,-0.006567756868936625
2023-11-09,0.0024788450644979143
2023-11-10,-0.005420898748555114
2023-11-13,0.0008124929392376856
2023-11-14,0.0018238646344892473
2023-11-15,0.0031109190399338793
2023-11-16,-0.007339009740442881
2023-11-17,-0.0009807878138947679
2023-11-20,0.0032871744184104212
2023-11-21,0.0024397014089014846
2023-11-22,-0.00774322646667569
2023-11-23,0.004070045822873736
2023-11-24,-0.0049319973969044195
2023-11-27,-0.0034287202683549456
2023-11-28,0.0005646368288243497
2023-11-29,-0.009262781257974306
2023-11-30,0.0021240175047754217
2023-12-01,-0.0026537731833174982
2023-12-04,-0.0005056948475137268
2023-12-05,-0.01512961461504747
2023-12-06,-0.0015271853470711916
2023-12-07,0.0003262529121952351
2023-12-08,0.003984343718016481
2023-12-11,0.004102284751166252
2023-12-12,0.0035213319350357875
2023-12-13,-0.013425490259571626
2023-12-14,-0.002462818535615807
2023-12-15,-0.0046580891056043905
2023-12-18,-0.005712917123258832
2023-12-19,-0.002346111410416518
2023-12-20,-0.006542820858642773
2023-12-21,0.005455207799016204
2023-12-22,0.003978972823424076
2023-12-25,0.004816366332746735
2023-12-26,0.0004130601827641023
2023-12-27,0.004746650919912554
2023-12-28,0.015253403523368458
2023-12-29,-0.0014693755639236805
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,-0.0008000000000000229
2024-02-02,-0.018206569552532303
2024-02-05,0.00045591331851357886
2024-02-06,0.039141534847710435
2024-02-07,0.013522602302676212
2024-02-08,0.010548531786736648
2024-02-19,0.00680975084968205
2024-02-20,0.004454689440470894
2024-02-21,0.00499366592018613
2024-02-22,0.011402228534056924
2024-02-23,0.0025913400142998366
2024-02-26,-0.0075303076637088795
2024-02-27,0.01492673655404353
2024-02-28,-0.01929386582352932
2024-02-29,0.026134302971365875
2024-03-01,0.0016833558581008656
2024-03-04,-0.0009261768696333661
2024-03-05,0.004807668994521785
2024-03-06,-0.0032132836047624735
2024-03-07,0.00011039493961906288
2024-03-08,0.002804169145657287
2024-03-11,0.0038909601646808234
2024-03-12,-0.0026811136291093884
2024-03-13,-0.004812175294580001
2024-03-14,-0.0024220744860785626
2024-03-15,0.007030159406413716
2024-03-18,0.009497732593216623
2024-03-19,-0.0037789779252125344
2024-03-20,0.000487653223275597
2024-03-21,-0.0005702729092956771
2024-03-22,-0.013764137185893865
2024-03-25,-0.00015417462020550499
2024-03-26,0.007860427526411806
2024-03-27,-0.005219194762902779
2024-03-28,0.0007336021531143544
2024-03-29,0.010310046428492203
2024-04-01,0.0073388233799638325
2024-04-02,-0.0014650145349086596
2024-04-03,-0.0012423146742638336
2024-04-08,-0.01190552810772938
2024-04-09,0.008314865062426513
2024-04-10,-0.009230167892250951
2024-04-11,0.0009895246366586896
2024-04-12,-0.009936194828568445
2024-04-15,0.017504414860325612
2024-04-16,-0.010853128146661284
2024-04-17,0.018609399720173503
2024-04-18,-0.0005204119620922931
2024-04-19,-0.00325910837200849
2024-04-22,-0.003126118096840491
2024-04-23,-0.01201690336168948
2024-04-24,0.0028352066367411943
2024-04-25,0.0028986747875572316
2024-04-26,0.021291061439852488
2024-04-29,0.005922305528273775
2024-04-30,-0.008102984813387892
2024-05-06,0.010811116115105879
2024-05-07,-0.003931771787818561
2024-05-08,-0.0002957703219087504
2024-05-09,0.013466758319899741
2024-05-10,0.001236233145161636
2024-05-13,0.004265187428760253
2024-05-14,0.0003448887785002519
2024-05-15,-0.010788499049613764
2024-05-16,-0.0006665288362684985
2024-05-17,0.013527954675522036
2024-05-20,0.005089297957022287
2024-05-21,0.0020980307111151397
2024-05-22,0.006572637682033644
2024-05-23,-0.012393591636437273
2024-05-24,-0.002628174487012358
2024-05-27,0.013200243349042129
2024-05-28,-0.00594489220671468
2024-05-29,-0.0017103064644639066
2024-05-30,-0.000999932330816189
2024-05-31,-0.0004768829210572978
2024-06-03,-0.005793669951343672
2024-06-04,0.0033641305704572577
2024-06-05,-0.004593712916563852
2024-06-06,-0.009947686848748694
2024-06-07,0.0048671329988476675
2024-06-11,-0.004637376499414425
2024-06-12,0.0013666038853004103
2024-06-13,-0.0050206035774195135
2024-06-14,0.007366062266273898
2024-06-17,-0.004187554349189826
2024-06-18,0.00409670347867408
2024-06-19,-0.007628313543842413
2024-06-20,-0.012191837294778463
2024-06-21,0.0019261447460539038
2024-06-24,-0.011678233006808258
2024-06-25,-0.004571057469017092
2024-06-26,0.008729284710838447
2024-06-27,-0.009605690032490233
2024-06-28,-0.005015884542076687
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,-0.0008000000000000229
2024-08-02,-0.004031553769658469
2024-08-05,-0.010826258155363422
2024-08-06,0.00027106223754724823
2024-08-07,0.005064742740578998
2024-08-08,0.0012815271758819247
2024-08-09,-0.0008225737177345316
2024-08-12,-0.0006184736750233233
2024-08-13,0.0014282977395039254
2024-08-14,-0.007478917870288093
2024-08-15,0.010572661094817803
2024-08-16,-0.0012491334413294863
2024-08-19,0.006852300687276491
2024-08-20,-0.009425810081974517
2024-08-21,-0.0055621131863716755
2024-08-22,-0.0007578394524508925
2024-08-23,0.004705761980347889
2024-08-26,0.004985551005676658
2024-08-27,-0.007163371360952242
2024-08-28,0.001000399719196965
2024-08-29,-0.013129995841366204
2024-08-30,-0.0019998315226131824
2024-09-02,-0.0035693126060806213
2024-09-03,0.004624408978875172
2024-09-04,-0.0045120390914602515
2024-09-05,0.008695327423137833
2024-09-06,-0.0056883208380140715
2024-09-09,-0.007121882778487132
2024-09-10,-0.00603035378584893
2024-09-11,-0.003351322682463964
2024-09-12,-0.0007593524443415545
2024-09-13,-0.002054059262048047
2024-09-18,-0.0028613232553931223
2024-09-19,0.012028726070140161
2024-09-20,-8.285652129735865e-06
2024-09-23,-0.001229920404158813
2024-09-24,0.04126297076965635
2024-09-25,0.01842321105297917
2024-09-26,0.043231575035601155
2024-09-27,0.05093317290067367
2024-09-30,0.09324824237133256
2024-10-08,0.05802975450302661
2024-10-09,-0.07763075286171095
2024-10-10,0.013643493965771913
2024-10-11,-0.019957367156163253
2024-10-14,0.017020080474808186
2024-10-15,-0.01952960493179834
2024-10-16,0.004252823215561641
2024-10-17,-0.016396952272073273
2024-10-18,0.01722648841253882
2024-10-21,-0.006629962886665175
2024-10-22,0.008374501568730874
2024-10-23,0.014710875318872274
2024-10-24,-0.004802787505323147
2024-10-25,0.006593124426626407
