fold_index,train_start,train_end_exclusive,test_start,test_end_exclusive,train_selection_score,total_return,annual_return,annual_volatility,sharpe,max_drawdown,win_rate,avg_turnover,benchmark_total_return,benchmark_annual_return,excess_annual_return,tracking_error,information_ratio,beta,alpha,cfg_top_n,cfg_weighting
0,2021-01-01,2023-01-01,2023-01-01,2023-07-01,2.037936345482164,0.08366677453190996,0.18719796694450164,0.11435614214956283,1.6369734360194772,-0.054776339616363856,0.4491525423728814,0.4388888888888889,-0.011690115486509223,-0.02479970907391016,0.2119976760184118,0.09920410160090662,2.13698498950445,0.5961047369848285,0.18784869008239646,30,equal
1,2021-07-01,2023-07-01,2023-07-01,2024-01-01,2.51571821177402,-0.08413112003259349,-0.16355879073038737,0.0942047633192559,-1.7362051022419498,-0.11389029274166307,0.3790322580645161,0.4749999999999999,-0.11861912003452446,-0.2263254077714001,0.06276661704101272,0.08744294474417237,0.7178008154305187,0.5384740186163358,-0.04082512976757043,40,equal
2,2022-01-01,2024-01-01,2024-01-01,2024-07-01,2.346388238722697,0.09240110389290357,0.2096763884746342,0.13299434350767336,1.5765812510855888,-0.06269032984606704,0.41025641025641024,0.5166666666666667,0.0222392841850374,0.04851526836525122,0.161161120109383,0.09555844453392622,1.6865188722506443,0.718303911163471,0.15796699706641937,20,equal
3,2022-07-01,2024-07-01,2024-07-01,2025-01-01,3.4080376518272133,0.25909399423106483,0.5911723933203821,0.25174350851655847,2.3483123628647515,-0.09746934889796743,0.408,0.6166666666666667,0.13131292802557715,0.2823979764871414,0.3087744168332407,0.11509861311389799,2.682694504126537,0.8712630960452243,0.24971958101739847,20,equal
