,excess_return
2021-01-04,0.0
2021-01-05,-0.013530004671403952
2021-01-06,-0.004062596091704556
2021-01-07,-0.009493336882149478
2021-01-08,-0.0020109045019102373
2021-01-11,0.009629770200634708
2021-01-12,-0.02084553831942439
2021-01-13,-0.00178373040748905
2021-01-14,0.01012870117548716
2021-01-15,0.0028731845954177975
2021-01-18,-0.01210795445830211
2021-01-19,0.010979928981937857
2021-01-20,-0.008624646511646912
2021-01-21,-0.013002930240704114
2021-01-22,0.0032915311198591503
2021-01-25,-0.0032637948763862535
2021-01-26,0.014154979867341785
2021-01-27,-0.003301451708541916
2021-01-28,0.023987337379597053
2021-01-29,0.005744496491463607
2021-02-01,-0.009937039463587384
2021-02-02,-0.0101998172216069
2021-02-03,-0.004399692847537584
2021-02-04,-0.0039873985181004025
2021-02-05,0.005252582668208148
2021-02-08,-0.0113418549303276
2021-02-09,-0.01114011934779232
2021-02-10,-0.002095807686808575
2021-02-18,0.011530754767957944
2021-02-19,0.013435465726634645
2021-02-22,0.023369702878458992
2021-02-23,-0.0022886321357934976
2021-02-24,0.00695554054953949
2021-02-25,0.005495464935926989
2021-02-26,0.007843287766711851
2021-03-01,-0.010151488608197236
2021-03-02,0.002804700125906775
2021-03-03,-0.004400825639443034
2021-03-04,0.017390911716482736
2021-03-05,0.008336515908746223
2021-03-08,0.021753927703444365
2021-03-09,0.007062266747049205
2021-03-10,-0.009532665329375255
2021-03-11,-0.009274405418072434
2021-03-12,0.008276556696190528
2021-03-15,0.011503615910016099
2021-03-16,0.0004078464642836583
2021-03-17,-0.010577060549662079
2021-03-18,-0.007181194943837885
2021-03-19,0.01210360426033242
2021-03-22,0.010496284110805616
2021-03-23,0.004489490119198523
2021-03-24,0.012746781699812772
2021-03-25,-0.008034567623142936
2021-03-26,-0.010493563384469919
2021-03-29,0.0038442206821050766
2021-03-30,-0.005604396465110271
2021-03-31,0.010725311264688387
2021-04-01,-0.016573450966476274
2021-04-02,0.0011913541985940738
2021-04-06,0.0009770201957811117
2021-04-07,0.004143707403172287
2021-04-08,-0.00433257180579228
2021-04-09,0.005497408293579423
2021-04-12,0.009181560361976478
2021-04-13,-0.009139507473634418
2021-04-14,-0.005171104244310923
2021-04-15,-0.002566153254872814
2021-04-16,0.005699370291211515
2021-04-19,-0.006148138751687567
2021-04-20,-0.0072026138574887225
2021-04-21,-0.0043863412622918915
2021-04-22,-0.002112247758916219
2021-04-23,-0.0055365533678716295
2021-04-26,0.000997431764560311
2021-04-27,-0.003999995859244527
2021-04-28,-0.006094732015859004
2021-04-29,0.0031786894798419346
2021-04-30,-0.005947516989876239
2021-05-06,0.0002243632572783527
2021-05-07,0.013359405468862296
2021-05-10,-0.0013558244759192726
2021-05-11,0.0030239824737798657
2021-05-12,-0.003412514188368373
2021-05-13,0.00684092541030353
2021-05-14,-0.00664024384989835
2021-05-17,-0.012716372432979241
2021-05-18,-0.0009194961210349409
2021-05-19,-0.005545557536159993
2021-05-20,-0.00016461305325454984
2021-05-21,0.0011238826821173015
2021-05-24,0.0012450555531111794
2021-05-25,-0.010328812096245227
2021-05-26,0.000525454430279043
2021-05-27,-0.004069300798726717
2021-05-28,-0.0011006124184719857
2021-05-31,-0.008340193088400364
2021-06-01,-0.0025862067206411563
2021-06-02,0.007124699450534205
2021-06-03,0.005448920911646321
2021-06-04,-0.00912893960659867
2021-06-07,-0.0030234317043522597
2021-06-08,0.005091113208256906
2021-06-09,-0.00514968524322448
2021-06-10,-0.006855747941850337
2021-06-11,0.002589209886996128
2021-06-15,-1.4861009235282371e-05
2021-06-16,0.01122402375411137
2021-06-17,-0.01065873456334291
2021-06-18,-0.009233450524991686
2021-06-21,5.23164209049802e-05
2021-06-22,-0.0010023205289865812
2021-06-23,-0.0052755679887307744
2021-06-24,0.005999266320826292
2021-06-25,-0.010585196590714578
2021-06-28,0.0019251114212392273
2021-06-29,-5.5771886923398906e-05
2021-06-30,-0.005056836999280229
2021-07-01,0.004566024542836026
2021-07-02,0.007880514021376732
