,value
total_return,0.7559735791680489
annual_return,0.1576834226201249
annual_volatility,0.15590920480413148
sharpe,1.0113798144132822
max_drawdown,-0.1661531482953983
win_rate,0.49432404540763675
avg_turnover,0.5133445005331523
benchmark_total_return,0.4245797327720713
benchmark_annual_return,0.09639759488901944
excess_annual_return,0.06128582773110547
tracking_error,0.09610851066035248
information_ratio,0.6376732644176499
beta,0.7331396829416783
alpha,0.07924508934694625
