,value
annual_return,0.1112705574323567
annual_volatility,0.13606931655582105
sharpe,0.8177490726699511
max_drawdown,-0.1760327904185267
calmar,0.6321013100332354
win_rate,0.5355086372360844
total_return,0.5468965466483677
avg_turnover,0.0004798464491362765
total_cost,0.0004000000000000001
