date,open,high,low,close,volume,amount,turnover,outstanding_share,ticker,adj_factor,market_cap,is_suspended,is_limit_up,is_limit_down
2021-01-04,4.7,4.89,4.69,4.86,108361282.0,596655351.0,0.01549116548733914,6995037402.999999,000425.SZ,1.0,33995881778.579998,False,False,False
2021-01-05,4.83,4.97,4.8,4.95,119406273.0,671366463.0,0.017070140747037263,6995037402.999999,000425.SZ,1.0,34625435144.85,False,False,False
2021-01-06,4.95,4.97,4.84,4.89,69496705.0,389077095.0,0.009935144159514369,6995037402.999999,000425.SZ,1.0,34205732900.669994,False,False,False
2021-01-07,4.89,5.04,4.85,4.99,148524591.0,844127851.0,0.02123285158365293,6995037402.999999,000425.SZ,1.0,34905236640.96999,False,False,False
2021-01-08,4.97,5.01,4.81,4.92,94919205.0,530666189.0,0.013569506427412595,6995037402.999999,000425.SZ,1.0,34415584022.759995,False,False,False
2021-01-11,4.91,5.12,4.87,4.89,133843921.0,762976723.0,0.01913412513599965,6995037402.999999,000425.SZ,1.0,34205732900.669994,False,False,False
2021-01-12,4.84,5.23,4.81,5.15,190186744.0,1100090006.0,0.027188810158246417,6995037402.999999,000425.SZ,1.0,36024442625.45,False,False,False
2021-01-13,5.17,5.43,5.13,5.2,271833292.0,1637878746.0,0.03886087755348062,6995037402.999999,000425.SZ,1.0,36374194495.6,False,False,False
2021-01-14,5.18,5.26,5.04,5.06,143627804.0,843603854.0,0.020532814297519207,6995037402.999999,000425.SZ,1.0,35394889259.17999,False,False,False
2021-01-15,5.11,5.38,5.09,5.19,135421628.0,810304257.0,0.019359671749849545,6995037402.999999,000425.SZ,1.0,36304244121.57,False,False,False
2021-01-18,5.17,5.18,5.05,5.14,107145566.0,625233220.0,0.015317368561038417,6995037402.999999,000425.SZ,1.0,35954492251.41999,False,False,False
2021-01-19,5.11,5.13,4.9,4.96,121005977.0,693394289.0,0.01729883201884003,6995037402.999999,000425.SZ,1.0,34695385518.88,False,False,False
2021-01-20,4.94,5.08,4.92,5.03,93125387.0,534457102.0,0.013313064910855347,6995037402.999999,000425.SZ,1.0,35185038137.09,False,False,False
2021-01-21,5.03,5.13,4.97,5.09,104672486.0,606129362.0,0.014963820773153915,6995037402.999999,000425.SZ,1.0,35604740381.27,False,False,False
2021-01-22,5.04,5.04,4.88,4.9,124083605.0,699343360.0,0.01773880507726572,6995037402.999999,000425.SZ,1.0,34275683274.699997,False,False,False
2021-01-25,4.91,4.93,4.8,4.93,104281584.0,579684336.0,0.014907938012636816,6995037402.999999,000425.SZ,1.0,34485534396.78999,False,False,False
2021-01-26,4.86,4.87,4.77,4.82,67509929.0,371627139.0,0.00965111765821962,6995037402.999999,000425.SZ,1.0,33716080282.46,False,False,False
2021-01-27,4.81,4.91,4.79,4.9,64132503.0,356537615.0,0.009168285929750018,6995037402.999999,000425.SZ,1.0,34275683274.699997,False,False,False
2021-01-28,4.81,4.85,4.62,4.69,107128364.0,579042119.0,0.015314909389055631,6995037402.999999,000425.SZ,1.0,32806725420.07,False,False,False
2021-01-29,4.73,4.73,4.62,4.69,75260335.0,402503776.0,0.010759104013900298,6995037402.999999,000425.SZ,1.0,32806725420.07,False,False,False
2021-02-01,4.67,5.16,4.65,5.16,163832430.0,929351322.0,0.0234212371658994,6995037402.999999,000425.SZ,1.0,36094392999.479996,False,True,False
2021-02-02,5.32,5.39,5.21,5.33,368021016.0,2241341307.0,0.052611729544457454,6995037402.999999,000425.SZ,1.0,37283549357.99,False,False,False
2021-02-03,5.32,5.53,5.3,5.41,263454574.0,1636956172.0,0.03766306866165016,6995037402.999999,000425.SZ,1.0,37843152350.229996,False,False,False
2021-02-04,5.39,5.42,5.22,5.36,177496902.0,1077361485.0,0.025374689479698273,6995037402.999999,000425.SZ,1.0,37493400480.079994,False,False,False
2021-02-05,5.36,5.41,5.19,5.19,144605930.0,876761686.0,0.020672645715658657,6995037402.999999,000425.SZ,1.0,36304244121.57,False,False,False
2021-02-08,5.19,5.68,5.19,5.64,258928203.0,1638203637.0,0.03701598548836237,6995037402.999999,000425.SZ,1.0,39452010952.91999,False,False,False
2021-02-09,5.6,6.14,5.53,6.03,313806655.0,2110083857.0,0.044861326240430974,6995037402.999999,000425.SZ,1.0,42180075540.09,False,False,False
2021-02-10,5.98,6.12,5.9,6.04,197620827.0,1361328355.0,0.028251575454799612,6995037402.999999,000425.SZ,1.0,42250025914.119995,False,False,False
2021-02-18,6.21,6.27,5.86,6.0,188608573.0,1298310011.0,0.026963197211656142,6995037402.999999,000425.SZ,1.0,41970224417.99999,False,False,False
2021-02-19,5.95,6.16,5.86,6.09,214473415.0,1477562701.0,0.030660796024910123,6995037402.999999,000425.SZ,1.0,42599777784.27,False,False,False
