,value
total_return,0.9342212517534867
annual_return,0.1727973137972325
annual_volatility,0.06196150535810938
sharpe,2.788784952827444
max_drawdown,-0.03797990462696377
win_rate,0.551294343240652
avg_turnover,0.5402777777777777
