,mean,std,icir,positive_rate,t_stat
momentum_60,-0.00609109818284497,0.24377514264222716,-0.396649079846593,0.4582043343653251,-0.7529204705919644
reversal_20,0.009981853031016763,0.23060662095232154,0.6871312012102259,0.5098039215686274,1.33273427720629
volatility_20,-0.037204684868933864,0.2343145033850059,-2.5205698071874196,0.43550051599587203,-4.888804022016998
liquidity_20,-0.03288660603879722,0.15493581567065492,-3.369515847590773,0.39628482972136225,-6.538834405911824
