,value
total_return,0.8770195081590333
annual_return,0.16432170985195027
annual_volatility,0.06606758078574185
sharpe,2.4871761293159507
max_drawdown,-0.04924680329839337
win_rate,0.5474592521572388
avg_turnover,0.7145833333333332
