,equity
2023-01-30,1560708.438943951
2023-01-31,1572992.5959826296
2023-02-01,1572490.1724572135
2023-02-02,1589648.8686657934
2023-02-03,1594380.4022052407
2023-02-06,1594592.2389312268
2023-02-07,1598500.4082661911
2023-02-08,1592783.2310579894
2023-02-09,1594504.6505699086
2023-02-10,1603265.2465415436
2023-02-13,1598421.0020631559
2023-02-14,1593689.1319263945
2023-02-15,1590212.2612964464
2023-02-16,1592592.6680936045
2023-02-17,1586896.124075605
2023-02-20,1578847.0980423333
2023-02-21,1561149.0968343238
2023-02-22,1568174.1878990885
2023-02-23,1558175.532927623
2023-02-24,1558666.704896499
2023-02-27,1563003.251482053
2023-02-28,1566950.7599401812
2023-03-01,1566084.7332892437
2023-03-02,1568953.3856789186
2023-03-03,1556434.013549444
2023-03-06,1561983.356392732
2023-03-07,1560298.2567695014
2023-03-08,1561888.988086272
2023-03-09,1551733.7269503498
2023-03-10,1548588.4346107508
2023-03-13,1558704.6876577435
2023-03-14,1563046.1724652846
2023-03-15,1560128.044843905
2023-03-16,1551089.13509603
2023-03-17,1552675.8673257306
2023-03-20,1548411.5364165148
2023-03-21,1561303.3300652574
2023-03-22,1561137.71947558
2023-03-23,1561609.6454259173
2023-03-24,1562273.6393863366
2023-03-27,1565557.6271406563
2023-03-28,1574153.4242005635
2023-03-29,1573851.8730206012
2023-03-30,1569760.2273468548
2023-03-31,1583095.1186388216
2023-04-03,1584891.134044153
2023-04-04,1580543.1921628306
2023-04-05,1578675.523410813
2023-04-06,1576095.540693722
2023-04-07,1574748.3406278065
2023-04-10,1570680.246088267
2023-04-11,1583440.4021947617
2023-04-12,1586590.3711341184
2023-04-13,1589196.5562824553
2023-04-14,1580858.856185164
2023-04-17,1568983.0501324576
2023-04-18,1581436.7670688513
2023-04-19,1586658.9047728565
2023-04-20,1582087.9335436067
2023-04-21,1578894.2698767448
2023-04-24,1579276.4876580418
2023-04-25,1581771.0078479808
2023-04-26,1581524.4085654235
2023-04-27,1577523.963489337
2023-04-28,1574313.06929893
2023-05-01,1590902.1295929675
2023-05-02,1602229.0526112365
2023-05-03,1608105.078989502
2023-05-04,1604977.1647267896
2023-05-05,1610459.9863551692
2023-05-08,1603468.4516449792
2023-05-09,1601260.1010021754
2023-05-10,1614767.7425930835
2023-05-11,1613717.956509412
2023-05-12,1625687.4283003013
2023-05-15,1626291.2666680664
2023-05-16,1629817.7886129043
2023-05-17,1642826.323974346
2023-05-18,1638304.857987895
2023-05-19,1652717.5029544975
2023-05-22,1653361.7114936935
2023-05-23,1651276.5408527008
2023-05-24,1653397.5548136977
2023-05-25,1649269.0535699152
2023-05-26,1643546.7346429084
2023-05-29,1636014.0443511803
2023-05-30,1636846.8901744157
2023-05-31,1629616.0101364774
2023-06-01,1625261.4219864386
2023-06-02,1614340.9230395372
2023-06-05,1606998.8549684656
2023-06-06,1610502.867292891
2023-06-07,1610362.8968817894
2023-06-08,1616772.3709596847
2023-06-09,1604634.7737882363
2023-06-12,1598859.4696504455
2023-06-13,1598905.381242404
2023-06-14,1601498.9918788185
2023-06-15,1609684.780135163
2023-06-16,1607989.1269420022
2023-06-19,1614496.381859424
2023-06-20,1616887.165417552
2023-06-21,1617576.639975712
2023-06-22,1613637.695555741
2023-06-23,1619763.0682020155
2023-06-26,1627354.7778616636
2023-06-27,1632993.3114089705
2023-06-28,1636586.0062062745
2023-06-29,1631850.6611825058
2023-06-30,1627780.798265254
2023-07-03,1618424.9844665348
2023-07-04,1626185.9981405118
2023-07-05,1629796.0137405416
2023-07-06,1638429.618335876
2023-07-07,1641043.6959360547
2023-07-10,1633766.190094885
2023-07-11,1629952.8873062083
2023-07-12,1636856.1915709996
2023-07-13,1633518.4579911535
2023-07-14,1625309.3759651696
2023-07-17,1629970.8438899233
2023-07-18,1629510.1169868673
2023-07-19,1628680.2147112682
2023-07-20,1628922.967319338
2023-07-21,1625045.5627701539
2023-07-24,1625470.9609737701
2023-07-25,1635201.508456421
2023-07-26,1640429.3170272384
2023-07-27,1636632.9204322277
2023-07-28,1630050.3354083141
2023-07-31,1624624.2003093164
2023-08-01,1621037.378642574
2023-08-02,1620532.6279811626
2023-08-03,1623750.5831759386
2023-08-04,1628602.8862545288
2023-08-07,1629210.3090717962
2023-08-08,1631960.2067702892
2023-08-09,1629654.344861931
2023-08-10,1627856.4932762468
2023-08-11,1632880.8637786002
2023-08-14,1629462.533719106
2023-08-15,1629896.938327148
2023-08-16,1620520.7608759108
2023-08-17,1622613.736547102
2023-08-18,1630609.213757004
2023-08-21,1645178.2718598926
2023-08-22,1646912.7488846867
2023-08-23,1645564.350585741
2023-08-24,1657983.461746034
2023-08-25,1659368.202762044
2023-08-28,1656965.9171220036
2023-08-29,1653792.755950767
2023-08-30,1651786.3906244088
2023-08-31,1651698.3072733998
2023-09-01,1646021.038585603
2023-09-04,1643397.0308410386
2023-09-05,1653635.2836699258
2023-09-06,1650910.9106765713
2023-09-07,1649925.9017234384
2023-09-08,1644199.6928208661
2023-09-11,1644071.0862972299
2023-09-12,1644338.2403161484
2023-09-13,1641600.4094128567
2023-09-14,1639285.6666171565
2023-09-15,1635571.4774921166
2023-09-18,1642676.602007585
2023-09-19,1651983.6083938926
2023-09-20,1640022.2446776107
2023-09-21,1649021.9018997543
2023-09-22,1643007.4590938385
2023-09-25,1642819.2871410893
2023-09-26,1632085.4601065693
2023-09-27,1633300.3682225714
2023-09-28,1629924.1414218156
2023-09-29,1624922.285406466
2023-10-02,1619408.6667997292
2023-10-03,1618051.8899145771
2023-10-04,1612578.6397769758
2023-10-05,1604035.8962103333
2023-10-06,1623311.51540947
2023-10-09,1622181.466432112
2023-10-10,1625234.7515381328
2023-10-11,1637739.2036697958
2023-10-12,1639048.9734351656
2023-10-13,1651429.2297886326
2023-10-16,1651843.9909673822
2023-10-17,1662986.6510985114
2023-10-18,1655274.2087209707
2023-10-19,1650810.433931362
2023-10-20,1644697.5256104579
2023-10-23,1650640.2404834288
2023-10-24,1655300.6219005142
2023-10-25,1646845.8463177003
2023-10-26,1651420.0258089746
2023-10-27,1652338.4623224745
2023-10-30,1651186.661687669
2023-10-31,1654773.9900512064
2023-11-01,1656309.7791584828
2023-11-02,1669034.6921542473
2023-11-03,1690799.775752008
2023-11-06,1684454.4884604032
2023-11-07,1692630.6521622536
2023-11-08,1695500.2673873364
2023-11-09,1686741.8748658702
2023-11-10,1687508.887655924
2023-11-13,1679398.7549919446
2023-11-14,1679528.1584781376
2023-11-15,1677037.3220055266
2023-11-16,1685677.502256952
2023-11-17,1682787.1599359536
2023-11-20,1683447.014160213
2023-11-21,1685473.9807964757
2023-11-22,1690437.4225085054
2023-11-23,1699330.518625382
2023-11-24,1700035.6990808633
2023-11-27,1711383.763322258
2023-11-28,1711923.7393787378
2023-11-29,1703569.4479791396
2023-11-30,1697665.441527735
2023-12-01,1691651.7303721772
2023-12-04,1688649.8988408118
2023-12-05,1689108.091326089
2023-12-06,1690417.4081974672
2023-12-07,1692398.4882758197
2023-12-08,1683577.475439842
2023-12-11,1686842.44475128
2023-12-12,1695186.3374179103
2023-12-13,1694320.2838601293
2023-12-14,1692614.1468480697
2023-12-15,1703634.2390235981
2023-12-18,1715640.1322641766
2023-12-19,1712011.1050081083
2023-12-20,1714275.883251968
2023-12-21,1712075.547185304
2023-12-22,1716300.1539518863
2023-12-25,1712420.7941106725
2023-12-26,1714097.1004749998
2023-12-27,1706364.2730559842
2023-12-28,1708642.2321290963
2023-12-29,1706336.9654760219
2024-01-01,1699347.3392955158
2024-01-02,1710121.338947383
2024-01-03,1712796.3128202695
2024-01-04,1715485.5661056684
2024-01-05,1723438.6823566942
2024-01-08,1717289.352438632
2024-01-09,1717690.9365965803
2024-01-10,1718716.1517283989
2024-01-11,1721170.5185916803
2024-01-12,1720184.61699933
2024-01-15,1710480.516465761
2024-01-16,1714348.490789476
2024-01-17,1714493.7106379352
2024-01-18,1706511.8045081059
2024-01-19,1711107.4053597548
2024-01-22,1708329.4017610357
2024-01-23,1716881.696970379
2024-01-24,1713976.090155964
2024-01-25,1717751.4180739827
2024-01-26,1715235.2134543709
2024-01-29,1723113.6633084666
2024-01-30,1728278.381620417
2024-01-31,1727280.1633424498
2024-02-01,1724568.8565746131
2024-02-02,1726183.8668252542
2024-02-05,1729868.4606175309
2024-02-06,1734735.2116178572
2024-02-07,1734982.9606391557
2024-02-08,1736036.770260493
2024-02-09,1738455.8109553352
2024-02-12,1740513.0124258844
2024-02-13,1762449.021813598
2024-02-14,1767065.536655447
2024-02-15,1777068.473743109
2024-02-16,1787227.8899047514
2024-02-19,1770745.047319907
2024-02-20,1770091.0446668703
2024-02-21,1769341.1553013262
2024-02-22,1766964.18691015
2024-02-23,1766365.7055727772
2024-02-26,1775060.067768189
2024-02-27,1773338.0107266777
2024-02-28,1786364.648447789
2024-02-29,1779124.7002198137
2024-03-01,1791254.392514402
2024-03-04,1789976.9380165741
2024-03-05,1799190.717842901
2024-03-06,1796166.8653074352
