,excess_return
2021-01-04,0.0
2021-01-05,-0.013530004671403952
2021-01-06,-0.004062596091704556
2021-01-07,-0.009493336882149478
2021-01-08,-0.0020109045019102373
2021-01-11,0.009629770200634708
2021-01-12,-0.02084553831942439
2021-01-13,-0.00178373040748905
2021-01-14,0.01012870117548716
2021-01-15,0.0028731845954177975
2021-01-18,-0.01210795445830211
2021-01-19,0.010979928981937857
2021-01-20,-0.008624646511646912
2021-01-21,-0.013002930240704114
2021-01-22,0.0032915311198591503
2021-01-25,-0.0032637948763862535
2021-01-26,0.014154979867341785
2021-01-27,-0.003301451708541916
2021-01-28,0.023987337379597053
2021-01-29,0.005744496491463607
2021-02-01,-0.009937039463587384
2021-02-02,-0.010307063788036919
2021-02-03,-0.005223507499211943
2021-02-04,-0.005376583935956112
2021-02-05,0.004725671899860382
2021-02-08,-0.011653041980410972
2021-02-09,-0.009489938649842232
2021-02-10,-0.003943963863593263
2021-02-18,0.01284740645741466
2021-02-19,0.01983422920230368
2021-02-22,0.0257387480946423
2021-02-23,-0.0015324584057809206
2021-02-24,0.013238437756151394
2021-02-25,0.009568597959588624
2021-02-26,0.009672902783363094
2021-03-01,-0.016355483429815167
2021-03-02,0.002340458913765272
2021-03-03,-0.004220840776956208
2021-03-04,0.01567404564196525
2021-03-05,0.008659818680329213
2021-03-08,0.02031567454139388
2021-03-09,0.005504437959784357
2021-03-10,-0.010554168091636906
2021-03-11,-0.00948015408180523
2021-03-12,0.00897676752865527
2021-03-15,0.01097440470116702
2021-03-16,-0.00037108044413563905
2021-03-17,-0.004904939292880564
2021-03-18,-0.008020242756452786
2021-03-19,0.009682258162711739
2021-03-22,-8.918344764729386e-05
2021-03-23,0.009074501829157254
2021-03-24,0.010225074825473048
2021-03-25,-0.0020201824360743985
2021-03-26,-0.007822170543501407
2021-03-29,-0.0018009079111282185
2021-03-30,-0.002273718445546167
2021-03-31,0.008604492087488414
2021-04-01,-0.008911005715279637
2021-04-02,-0.0053577528301204
2021-04-06,0.002765970470210158
2021-04-07,0.006088936121051453
2021-04-08,-0.006587993173524881
2021-04-09,0.005472385351086243
2021-04-12,0.009056716438961217
2021-04-13,-0.007376713862698077
2021-04-14,-0.004704095394789368
2021-04-15,-0.003370637417056408
2021-04-16,0.0073677302104803504
2021-04-19,-0.008888671198624961
2021-04-20,-0.0031466286760013016
2021-04-21,-0.002966627012064759
2021-04-22,-0.006257097598722117
2021-04-23,-0.008274131138578562
2021-04-26,0.0015810699553498592
2021-04-27,-0.005551773914238041
2021-04-28,-0.004450196784477365
2021-04-29,0.0031998015575537614
2021-04-30,-0.0035917925876195076
2021-05-06,0.004258764081857751
2021-05-07,0.013140870801801619
2021-05-10,-0.0015034119314100889
2021-05-11,0.005715877634548264
2021-05-12,-0.0037170305153982532
2021-05-13,0.00708056640672102
2021-05-14,-0.0014853060630365261
2021-05-17,-0.015519724429124028
2021-05-18,-0.0021900986225388444
2021-05-19,-0.004485544624358859
2021-05-20,-0.00041335378877560786
2021-05-21,0.003871411661182463
2021-05-24,-0.0020702536297827314
2021-05-25,-0.010757201639532726
2021-05-26,0.0015213214022648802
2021-05-27,-0.003457318664994681
2021-05-28,-0.0016230824889232388
2021-05-31,-0.007535687532892436
2021-06-01,-0.004367699278903478
2021-06-02,0.006320800745334393
2021-06-03,0.006347243117492835
2021-06-04,-0.0076678542494093066
2021-06-07,-0.003921407439676945
2021-06-08,0.0047498511181586905
2021-06-09,-0.004598416831592591
2021-06-10,-0.0067209412721330125
2021-06-11,0.00409734154932179
2021-06-15,0.001138983131105194
2021-06-16,0.013063281685823394
2021-06-17,-0.009613570485157243
2021-06-18,-0.008425243357855876
2021-06-21,-0.0001645383746564584
2021-06-22,-0.000376496718404732
2021-06-23,-0.0071679453816936595
2021-06-24,0.002846609205792751
2021-06-25,-0.007550441160253078
2021-06-28,-0.002728030591380455
2021-06-29,-0.0005037504406591939
2021-06-30,-0.005761507314561549
2021-07-01,0.010886670223819587
2021-07-02,0.008340547753948595
